site_id,geo_lat,geo_lon,data_type,data_class,data_source,manual_error,interpolated_beta,log10_beta,mag_lat,mag_lon,alpha,nearest_sim_site,nearest_volt,power_pool,US_region,automated_error
10116,47.9,-121.9,GIC,measured,NERC,one really large peak,0.9013327943924132,-0.04511482713106,53.35692618100413,-58.324826994393376,0.4622225619077872,,500.0,NorthernGridUnconnected,West,Baseline offset detected (median value: 1.2 A)
10117,45.3,-122.8,GIC,measured,NERC,"not centered on zero, values too low",0.8455076590755253,-0.0728824539690527,50.68599264946785,-58.47220771517379,0.339980803148683,,,NorthernGridConnected,West,Data is constant for at least 5 minutes starting at time 2024-05-10 00:08:50
10118,45.7,-122.6,GIC,measured,NERC,missing periods of data,1.0349144259528795,0.0149044407369739,51.10560310448062,-58.37737443068798,0.3567889237831244,,115.0,NorthernGridUnconnected,West,Baseline offset detected (median value: 6.0 A)
10119,47.5,-120.3,GIC,measured,NERC,noisy,0.3611132137327444,-0.442356619725426,53.18034244976488,-56.42692348424784,0.4529308123608116,,115.0,NorthernGridUnconnected,West,Baseline offset detected (median value: 1.4 A)
10120,47.8,-122.2,GIC,measured,NERC,"not smooth, values too low",0.8667019498089719,-0.0621302264079593,53.21814340566745,-58.62063390640808,0.4549040381997041,,115.0,NorthernGridConnected,West,All GIC values are positive
10121,46.9,-119.9,GIC,measured,NERC,noisy,0.3463592333958862,-0.4604732302606293,52.64494989521961,-55.79064728519229,0.4258849493948195,,,NorthernGridUnconnected,West,
10230,43.6,-92.7,GIC,measured,NERC,not smooth,1.1145399400687936,0.0470956362444158,52.13561137298429,-23.86441933707156,0.4016557216548033,,,MISO,Central,Cadence is >= 60 seconds (60.0 seconds)
10231,45.0,-92.8,GIC,measured,NERC,high cadence,0.8432142123234811,-0.0740620820631635,53.52330479183824,-24.19311686051412,0.4711516661818736,,,MISO,Central,Baseline offset detected (median value: 1.62 A)
10234,30.8,-88.1,GIC,measured,NERC,"not smooth, values too low",0.1248950531166711,-0.903454762960365,39.6253111006944,-17.28738455383615,0.0952886567272788,,,SERTP,East,Data is constant for at least 5 minutes starting at time 2024-05-10 00:02:02
10235,33.3,-87.4,GIC,measured,NERC,no values below zero,0.6705732866081765,-0.1735537513989088,42.154195950128745,-16.685916443847812,0.1274510710232699,,,SERTP,East,Data is constant for at least 5 minutes starting at time 2024-05-10 00:11:51
10236,33.7,-86.6,GIC,measured,NERC,high cadence,1.3276050516602194,0.1230688962704498,42.58939382699594,-15.813266945140276,0.1339920259178559,,115.0,SERTP,East,Data is constant for at least 5 minutes starting at time 2024-05-10 03:40:52
10240,40.8,-73.6,GIC,measured,NERC,not centered on zero,2.2671631544570605,0.3554827748820328,49.99399415547376,-1.123639187481655,0.313973732477726,,,NYISO,East,Baseline offset detected (median value: -7.87 A)
10257,47.4,-101.2,GIC,measured,NERC,not centered on zero,0.24746824742487,-0.6064805173478696,55.25007006902597,-34.584312912763345,0.5746482175092724,,,SPP,Central,All GIC values are negative
10258,47.4,-101.2,GIC,measured,NERC,mostly low values,0.24746824742487,-0.6064805173478696,55.25007006902597,-34.584312912763345,0.5746482175092724,,,SPP,Central,
10259,47.4,-101.2,GIC,measured,NERC,"not centered on zero, values too low",0.24746824742487,-0.6064805173478696,55.25007006902597,-34.584312912763345,0.5746482175092724,,,SPP,Central,All GIC values are negative
10260,47.4,-101.2,GIC,measured,NERC,not centered on zero,0.24746824742487,-0.6064805173478696,55.25007006902597,-34.584312912763345,0.5746482175092724,,,SPP,Central,Baseline offset detected (median value: -4.81 A)
10261,45.1,-93.8,GIC,measured,NERC,not centered on zero,0.9661853461548524,-0.0149395536145032,53.55584311573094,-25.39256503673929,0.4729179746365427,,115.0,MISO,Central,
10262,45.1,-93.8,GIC,measured,NERC,a few peaks,0.9661853461548524,-0.0149395536145032,53.55584311573094,-25.39256503673929,0.4729179746365427,,115.0,MISO,Central,
10263,45.1,-93.8,GIC,measured,NERC,not centered on zero,0.9661853461548524,-0.0149395536145032,53.55584311573094,-25.39256503673929,0.4729179746365427,,115.0,MISO,Central,
10264,45.1,-93.8,GIC,measured,NERC,not centered on zero,0.9661853461548524,-0.0149395536145032,53.55584311573094,-25.39256503673929,0.4729179746365427,,115.0,MISO,Central,Baseline offset detected (median value: -1.14 A)
10291,43.4,-72.7,GIC,measured,NERC,not smooth,1.336512172970902,0.1259729186705699,52.59548444490064,-0.0648522748999256,0.4234691690820695,,46.0,ISONE,East,Data is constant for at least 5 minutes starting at time 2024-05-10 00:00:00
10292,44.1,-72.5,GIC,measured,NERC,"no values below zero, only peaks",1.4669498915554624,0.1664152793561469,53.295453739026,0.1751573916560307,0.458966480420681,,,ISONE,East,All GIC values are positive
10293,43.0,-72.7,GIC,measured,NERC,"not smooth, missing periods of data",1.855730884607322,0.2685149956952512,52.19548445718371,-0.0646898224838286,0.4044308267386913,,,ISONE,East,Data is constant for at least 5 minutes starting at time 2024-05-10 00:00:00
10294,44.1,-73.2,GIC,measured,NERC,missing periods of data,1.2176979111964337,0.0855395610614689,53.294974694024205,-0.6658936347042663,0.4589411965733129,,,ISONE,East,Data is constant for at least 5 minutes starting at time 2024-05-10 00:00:00
10295,42.8,-72.5,GIC,measured,NERC,"not centered on zero, cutoff around zero",2.031084131575116,0.3077279131251809,51.995454031001394,0.1737212060947919,0.3952336913236935,,345.0,ISONE,East,Baseline offset detected (median value: 1.3 A)
10296,43.6,-73.1,GIC,measured,NERC,missing periods of data,1.0984825737037112,0.0407931716758751,52.79514476983092,-0.5439918814309472,0.4333049048904681,,115.0,ISONE,East,Data is constant for at least 5 minutes starting at time 2024-05-10 00:00:00
10333,44.4,-96.5,GIC,measured,NERC,"noisy, not centered on zero",1.4244053758465474,0.15363360407557,52.66412867937349,-28.451669928953272,0.4268253008992058,,,SPP,Central,Baseline offset detected (median value: -1.76 A)
10334,44.4,-96.5,GIC,measured,NERC,not smooth,1.4244053758465474,0.15363360407557,52.66412867937349,-28.451669928953272,0.4268253008992058,,,SPP,Central,All GIC values are positive
10335,45.1,-93.5,GIC,measured,NERC,empty plot,0.8098156397016619,-0.0916138401008952,53.57626684195911,-25.037663676925344,0.4740300360233332,,,MISO,Central,All GIC values are positive
10346,47.9,-97.1,GIC,measured,NERC,missing periods of data,1.973718919571009,0.2952853041740031,56.09525938105576,-29.83728216797349,0.6333067037053542,,69.0,MISO,Central,Cadence is >= 60 seconds (60.0 seconds)
10359,33.7,-111.9,GIC,measured,NERC,low values,0.7318294816873394,-0.1355900989813782,40.59158489554063,-43.88773467734031,0.1064879957662986,,,WestConnect,West,Data is constant for at least 5 minutes starting at time 2024-05-10 00:07:54
10360,40.2,-75.3,GIC,measured,NERC,not smooth,2.691713307197934,0.430028801565164,49.38396316644192,-3.1145872940970176,0.2927022158770479,,230.0,PJM,East,Data is constant for at least 5 minutes starting at time 2024-05-10 00:00:00
10361,40.2,-75.3,GIC,measured,NERC,missing periods of data,2.691713307197934,0.430028801565164,49.38396316644192,-3.1145872940970176,0.2927022158770479,,230.0,PJM,East,Data is constant for at least 5 minutes starting at time 2024-05-10 00:00:00
10362,39.8,-76.3,GIC,measured,NERC,missing periods of data,2.44308449385514,0.3879384872683546,48.97369621475018,-4.27812049459829,0.2792130372155846,,230.0,PJM,East,Data is constant for at least 5 minutes starting at time 2024-05-10 00:00:00
10363,40.2,-75.6,GIC,measured,NERC,not smooth,2.343391466974178,0.3698448441861944,49.38121137254849,-3.466539130498517,0.2926096030721958,,,PJM,East,All GIC values are positive
10364,40.2,-75.6,GIC,measured,NERC,not smooth,2.343391466974178,0.3698448441861944,49.38121137254849,-3.466539130498517,0.2926096030721958,,,PJM,East,Data is constant for at least 5 minutes starting at time 2024-05-10 00:00:00
10399,39.1,-78.3,GIC,measured,NERC,high cadence,2.0731811017327963,0.3166372413354602,48.24355164286734,-6.592681142940579,0.2567257614077857,,,PJM,East,Data is constant for at least 5 minutes starting at time 2024-05-10 00:02:30
10400,39.1,-78.3,GIC,measured,NERC,high cadence,2.0731811017327963,0.3166372413354602,48.24355164286734,-6.592681142940579,0.2567257614077857,,,PJM,East,Data is constant for at least 5 minutes starting at time 2024-05-10 00:01:50
10401,39.1,-78.3,GIC,measured,NERC,high cadence,2.0731811017327963,0.3166372413354602,48.24355164286734,-6.592681142940579,0.2567257614077857,,,PJM,East,Data is constant for at least 5 minutes starting at time 2024-05-10 00:00:00
10402,39.5,-78.9,GIC,measured,NERC,,1.100117757927958,0.0414391750501201,48.63182502972377,-7.307381381047362,0.2684487118590954,,138.0,PJM,East,Data is constant for at least 5 minutes starting at time 2024-05-10 00:02:50
10403,39.5,-78.9,GIC,measured,NERC,noisy,1.100117757927958,0.0414391750501201,48.63182502972377,-7.307381381047362,0.2684487118590954,,138.0,PJM,East,
10404,39.5,-77.9,GIC,measured,NERC,high cadence,2.975750740745741,0.4735965503777589,48.65053478728611,-6.139958087882069,0.2690269338801014,,500.0,PJM,East,Data is constant for at least 5 minutes starting at time 2024-05-10 00:50:20
10405,39.5,-77.9,GIC,measured,NERC,high cadence,2.975750740745741,0.4735965503777589,48.65053478728611,-6.139958087882069,0.2690269338801014,,500.0,PJM,East,Data is constant for at least 5 minutes starting at time 2024-05-10 00:51:30
10406,39.5,-77.9,GIC,measured,NERC,high cadence,2.975750740745741,0.4735965503777589,48.65053478728611,-6.139958087882069,0.2690269338801014,,500.0,PJM,East,Data is constant for at least 5 minutes starting at time 2024-05-10 00:50:30
10407,39.5,-77.9,GIC,measured,NERC,high cadence,2.975750740745741,0.4735965503777589,48.65053478728611,-6.139958087882069,0.2690269338801014,,500.0,PJM,East,Data is constant for at least 5 minutes starting at time 2024-05-10 00:11:40
10409,39.3,-77.5,GIC,measured,NERC,high cadence,3.214361482606811,0.5070947153251723,48.45715426740446,-5.666668526207316,0.2631101434122823,,,PJM,East,Data is constant for at least 5 minutes starting at time 2024-05-10 00:00:00
10410,39.3,-77.5,GIC,measured,NERC,empty plot,3.214361482606811,0.5070947153251723,48.45715426740446,-5.666668526207316,0.2631101434122823,,,PJM,East,All GIC values are positive
10411,39.3,-77.5,GIC,measured,NERC,high cadence,3.214361482606811,0.5070947153251723,48.45715426740446,-5.666668526207316,0.2631101434122823,,,PJM,East,Data is constant for at least 5 minutes starting at time 2024-05-10 00:05:30
10412,39.3,-77.5,GIC,measured,NERC,high cadence,3.214361482606811,0.5070947153251723,48.45715426740446,-5.666668526207316,0.2631101434122823,,,PJM,East,Data is constant for at least 5 minutes starting at time 2024-05-10 00:05:30
10413,39.3,-77.5,GIC,measured,NERC,empty plot,3.214361482606811,0.5070947153251723,48.45715426740446,-5.666668526207316,0.2631101434122823,,,PJM,East,All GIC values are negative
10414,39.4,-77.4,GIC,measured,NERC,"low values, not smooth",3.647067586236612,0.5619438115884283,48.55869600401359,-5.553021800533882,0.2662005682046532,,230.0,PJM,East,Low signal: all GIC values within +/- 3.5 A
10415,44.1,-103.2,GIC,measured,NERC,"not smooth, missing periods of data",0.3562053270327211,-0.4482995899721114,51.79418467498052,-36.174679227798656,0.3861906801905223,,,WestConnectNonEnrolled,West,Data is constant for at least 5 minutes starting at time 2024-05-10 00:00:00
10416,44.1,-103.2,GIC,measured,NERC,"not smooth, missing periods of data",0.3562053270327211,-0.4482995899721114,51.79418467498052,-36.174679227798656,0.3861906801905223,,,WestConnectNonEnrolled,West,Data is constant for at least 5 minutes starting at time 2024-05-10 00:00:00
10418,39.4,-115.2,GIC,measured,NERC,high cadence,0.4612294356878539,-0.3360829837952325,45.85155070838551,-48.6152913437676,0.1949861112102494,,,NorthernGridConnected,West,Baseline offset detected (median value: 2.9 A)
10420,39.5,-75.5,GIC,measured,NERC,no values below zero,2.175188946991257,0.3374969877603458,48.682212865279205,-3.336265648657889,0.2700087806801335,,,PJM,East,All GIC values are positive
10421,39.5,-75.5,GIC,measured,NERC,no values below zero,2.175188946991257,0.3374969877603458,48.682212865279205,-3.336265648657889,0.2700087806801335,,,PJM,East,All GIC values are positive
10425,36.8,-78.7,GIC,measured,NERC,"no values below zero, noisy",2.1019543813075523,0.3226232863062152,45.93665985590248,-6.974960936349748,0.1969039179125902,,,PJM,East,All GIC values are positive
10426,38.1,-78.8,GIC,measured,NERC,high cadence,2.24051517483117,0.3503478897010249,47.23429933222442,-7.137220347200664,0.2285932956821024,,,PJM,East,Data is constant for at least 5 minutes starting at time 2024-05-10 00:25:25
10427,39.0,-77.5,GIC,measured,NERC,"high cadence, a bit noisy",2.793857275758007,0.4462042164045267,48.15721627508718,-5.657498567440453,0.2541894541927718,,,PJM,East,Baseline offset detected (median value: -3.8 A)
10428,36.7,-76.5,GIC,measured,NERC,,1.305214367144753,0.1156818456378613,45.87163805227058,-4.439352902847068,0.1954370584667418,,,PJM,East,Data is constant for at least 5 minutes starting at time 2024-05-10 06:08:40
10429,36.7,-76.3,GIC,measured,NERC,no values below zero,0.7578720845612434,-0.1204040894301088,45.87404789008818,-4.209067324606818,0.1954912277080547,,,PJM,East,All GIC values are positive
10438,43.2,-75.2,GIC,measured,NERC,,0.5913986068916508,-0.2281197028399677,52.38462370228715,-3.05101126531097,0.4133239738498831,,,NYISO,East,Data is constant for at least 5 minutes starting at time 2024-05-10 00:00:00
10441,34.2,-81.6,GIC,measured,NERC,not centered at zero,1.7050957343971544,0.2317487679344993,43.268611432525,-10.18298452966768,0.1448777545462176,,230.0,SCRTP,East,Baseline offset detected (median value: -6.57 A)
10442,33.8,-78.9,GIC,measured,NERC,not centered at zero,0.9210879549517226,-0.035698896918954,42.93360747521805,-7.102640641517452,0.1394024201895259,,,SCRTP,East,Baseline offset detected (median value: 3.0 A)
10445,41.1,-74.2,GIC,measured,NERC,no data available,2.4943337505101617,0.396954563139045,50.29151607419289,-1.8332944697645088,0.3249022437207283,,,NYISO,East,Duplicate time stamps found
10446,37.0,-121.0,GIC,measured,NERC,not smooth,0.698922467190616,-0.1555709987019102,42.757014564288326,-54.37100501204071,0.1365999628115386,,500.0,CAISO,West,All GIC values are positive
10447,37.0,-121.0,GIC,measured,NERC,not smooth,0.698922467190616,-0.1555709987019102,42.757014564288326,-54.37100501204071,0.1365999628115386,,500.0,CAISO,West,All GIC values are negative
10448,37.0,-120.0,GIC,measured,NERC,not smooth,0.5721220770222946,-0.2425112933740492,42.886023643263336,-53.29646343458898,0.1386416738895632,,,CAISO,West,Baseline offset detected (median value: -4.27 A)
10449,37.0,-120.0,GIC,measured,NERC,not smooth,0.5721220770222946,-0.2425112933740492,42.886023643263336,-53.29646343458898,0.1386416738895632,,,CAISO,West,All GIC values are positive
10584,40.0,-104.0,GIC,measured,NERC,not centered at zero,0.3594216977007461,-0.444395708787237,47.65197616956331,-36.278346716387645,0.2398412532021693,,345.0,WestConnectNonEnrolled,West,Baseline offset detected (median value: 1.24 A)
10585,33.1,-80.1,GIC,measured,NERC,"not smooth, not centered at zero",0.903367798180872,-0.0441353945379746,42.20791530094611,-8.437153085889504,0.1282408657905971,,,SCRTP,East,All GIC values are positive
10588,36.9,-81.7,GIC,measured,NERC,high cadence,1.344938411660415,0.1287023972838235,45.96408399029999,-10.43059766469907,0.1975258889189582,,,PJM,East,Cadence is >= 60 seconds (60.0 seconds)
10589,36.9,-81.7,GIC,measured,NERC,high cadence,1.344938411660415,0.1287023972838235,45.96408399029999,-10.43059766469907,0.1975258889189582,,,PJM,East,Cadence is >= 60 seconds (60.0 seconds)
10593,37.0,-84.5,GIC,measured,NERC,"not centered at zero, missing periods of data",0.4758607201486001,-0.322520142494289,45.97065620876948,-13.65322416483968,0.1976752364296217,,,PJM,East,Baseline offset detected (median value: 5.6 A)
10628,48.0,-66.4,GIC,measured,NERC,no values below zero,1.3344079242092903,0.1252886123030684,57.12842750934792,7.708004079598889,0.7132051903932404,,,,,All GIC values are positive
10635,43.7,-87.7,GIC,measured,NERC,one weird peak,1.3986159376354528,0.1456984728443709,52.52052943653512,-17.97511454676733,0.4198346256146424,,,MISO,Central,Data is constant for at least 5 minutes starting at time 2024-05-10 01:48:20
10636,43.7,-87.7,GIC,measured,NERC,one weird peak,1.3986159376354528,0.1456984728443709,52.52052943653512,-17.97511454676733,0.4198346256146424,,,MISO,Central,Data is constant for at least 5 minutes starting at time 2024-05-10 02:49:20
10637,40.1,-104.8,GIC,measured,NERC,"not smooth, values too low",1.2382724793697353,0.0928162208278167,47.67472282721938,-37.199052439263866,0.2404694669963949,,230.0,WestConnect,West,All GIC values are positive
10648,32.8,-115.5,GIC,measured,NERC,no data available,1.0896628213431034,0.0372921332766582,39.28800338612621,-47.61698449129141,0.0916631449382069,,161.0,WestConnect,West,Duplicate time stamps found
10649,42.8,-74.0,GIC,measured,NERC,"noisy, not centered on zero",1.7507451747730551,0.2432229380631113,51.99244196910344,-1.6137141754215272,0.3950968111724438,,,NYISO,East,All GIC values are positive
10658,43.1,-78.7,GIC,measured,NERC,values too high,0.7601303754311045,-0.119111912358339,52.234562795387376,-7.223763632010305,0.4062524325614334,,,NYISO,East,All GIC values are positive
10659,42.5,-87.9,GIC,measured,NERC,,1.4085185528992998,0.1487625718533669,51.313394527098346,-18.07954273000102,0.3654174397422635,,345.0,MISO,Central,Baseline offset detected (median value: 6.0 A)
10674,41.7,-72.6,GIC,measured,NERC,no data available,3.2596497933952056,0.513170943329938,50.89548588839735,0.0541941366851688,0.34827098774654,,,ISONE,East,Duplicate time stamps found
10675,47.9,-65.9,GIC,measured,NERC,noisy,1.358741267118803,0.1331367658124352,57.0173449002174,8.317636688566676,0.7041522968572116,,,,,Data is constant for at least 5 minutes starting at time 2024-05-10 04:01:54
10676,46.1,-66.8,GIC,measured,NERC,a few peaks,1.7878719113419783,0.2523364013782359,55.23754179564481,7.115118542697258,0.5738208883939911,,,,,Data is constant for at least 5 minutes starting at time 2024-05-10 06:42:10
10677,45.2,-66.2,GIC,measured,NERC,noisy,2.3574003177808254,0.3724333377389509,54.325495850883456,7.795809343015624,0.5166842861304054,,,,,
10678,31.5,-87.9,GIC,measured,NERC,"values all below zero, not centered",0.1838295000939585,-0.7355847938205067,40.3336946644921,-17.114799042322662,0.1033762129135096,,115.0,SERTP,East,All GIC values are negative
10694,32.0,-106.2,GIC,measured,NERC,"values too low, not centered on zero, not smooth",0.3655362467058836,-0.4370695517735677,39.49771350026848,-37.405285408488815,0.0939006259692206,,,WestConnect,West,All GIC values are positive
10702,41.7,-85.9,GIC,measured,NERC,not centered at zero,0.6046347552238722,-0.2185068926062253,50.60766465685602,-15.648697266981896,0.3369321030883767,,,PJM,East,All GIC values are positive
10646,41.0,-81.6,GIC,measured,NERC,noisy,0.6117421374360327,-0.2134316038153043,50.06412043878372,-10.543983745044356,0.3165160181145472,,,PJM,East,
10647,40.2,-74.5,GIC,measured,NERC,high cadence,2.9734133513883285,0.4732552871896889,49.38986334764123,-2.1759400274717784,0.2929008878237318,,,PJM,East,
10660,36.2,-88.6,GIC,measured,NERC,duplicate of TVA Gleason,0.9314245148534188,-0.0308523357339139,44.99164226608075,-18.278663297495733,0.1766267697197612,,,SERTP,East,Duplicate of TVA site 'Gleason'
10661,36.0,-87.9,GIC,measured,NERC,noisy,1.0497657761486834,0.0210924100476153,44.82633937893875,-17.464392315480453,0.1733008373627363,,,SERTP,East,
10691,37.2,-86.9,GIC,measured,NERC,"not smooth, very noisy",0.6880772749551748,-0.1623627853080093,46.0708893656668,-16.421168871417798,0.1999669848260331,,161.0,SERTP,East,Low signal: all GIC values within +/- 3.5 A
10692,37.2,-86.9,GIC,measured,NERC,missing some periods of data,0.6880772749551748,-0.1623627853080093,46.0708893656668,-16.421168871417798,0.1999669848260331,,161.0,SERTP,East,Data gap detected >= 10.0 minutes (6191.0 seconds)
10693,36.0,-84.1,GIC,measured,NERC,,0.5592615251552008,-0.2523850572809846,44.98652056449961,-13.12945871409814,0.1765227679464048,,161.0,SERTP,East,
10696,40.4,-85.9,GIC,measured,NERC,not centered at zero,0.6860433507730741,-0.1636484405517251,49.30977502483889,-15.533591229108971,0.2902156095251272,,,MISO,Central,Baseline offset detected (median value: 2.3 A)
10697,36.8,-80.8,GIC,measured,NERC,high cadence,1.5739338390000075,0.1969864726474962,45.888896646199264,-9.39088868199944,0.1958253350685354,,,PJM,East,Cadence is >= 60 seconds (60.0 seconds)
10698,26.1,-98.1,GIC,measured,NERC,"not smooth, not centered at zero",,,34.3233671204916,-27.86190297673353,0.0517894892713281,,,ERCOT,ERCOT,All GIC values are positive
10699,37.6,-81.6,GIC,measured,NERC,not centered at zero,0.8329471584712761,-0.079382549028088,46.66650729097377,-10.352125336088314,0.2141439255930417,,46.0,PJM,East,Baseline offset detected (median value: 1.4 A)
10700,37.6,-81.6,GIC,measured,NERC,not smooth,0.8329471584712761,-0.079382549028088,46.66650729097377,-10.352125336088314,0.2141439255930417,,46.0,PJM,East,All GIC values are positive
10086,27.7,-82.0,GIC,measured,NERC,no data available,0.3651553433744837,-0.437522339877867,36.76081245421975,-10.34826859599336,0.068545203465675,,,FRCC,East,Duplicate time stamps found
10087,27.9,-82.4,GIC,measured,NERC,no data available,0.505614521871141,-0.2961804610746953,36.94897336192287,-10.798515197023374,0.0700445828113349,,69.0,FRCC,East,Duplicate time stamps found
10088,27.9,-82.4,GIC,measured,NERC,no data available,0.505614521871141,-0.2961804610746953,36.94897336192287,-10.798515197023374,0.0700445828113349,,69.0,FRCC,East,Duplicate time stamps found
10089,27.8,-82.4,GIC,measured,NERC,no data available,0.4850123295363409,-0.3142472210234348,36.84903068880144,-10.794281618699117,0.0692441405999242,,230.0,FRCC,East,Duplicate time stamps found
10090,27.8,-82.1,GIC,measured,NERC,no data available,0.3727310104831341,-0.4286044733007659,36.8578729795544,-10.462819202490072,0.0693145882464461,,,FRCC,East,Duplicate time stamps found
10091,27.7,-82.3,GIC,measured,NERC,no data available,0.4232283596543554,-0.3734252388255728,36.75206443017938,-10.67961970564466,0.0684762801056291,,,FRCC,East,Duplicate time stamps found
10180,41.7,-73.8,GIC,measured,NERC,not smooth,3.145835293715519,0.4977359805558551,50.89329023999145,-1.3662848486288608,0.3481830605743006,,,NYISO,East,Low signal: all GIC values within +/- 3.5 A
10181,41.9,-74.0,GIC,measured,NERC,,2.89686190112345,0.4619277920592693,51.09245856505635,-1.604925644075982,0.3562500012107584,,,NYISO,East,
10182,26.6,-98.5,GIC,measured,NERC,,0.0771152934542634,-1.1128594844114634,34.791487898324725,-28.34660205540701,0.0546539291311122,,,ERCOT,ERCOT,
10184,39.0,-78.2,GIC,measured,NERC,,2.098515690648496,0.3219122207891498,48.1453971333501,-6.472700714072776,0.2538441942482828,,500.0,PJM,East,
10185,39.3,-81.3,GIC,measured,NERC,,0.458449579058219,-0.3387084216971334,48.373901155575325,-10.095633855275205,0.2606031189316929,,,PJM,East,
10186,42.0,-80.0,GIC,measured,NERC,,0.5616616324596242,-0.2505252421024606,51.106255825960105,-8.713989832799731,0.3568157064246364,,,PJM,East,
10187,41.0,-81.6,GIC,measured,NERC,,0.6117421374360327,-0.2134316038153043,50.06412043878372,-10.543983745044356,0.3165160181145472,,,PJM,East,Data is constant for at least 5 minutes starting at time 2024-05-10 06:26:30
10191,41.3,-90.5,GIC,measured,NERC,noisy,1.4474025826441173,0.160589343215479,49.97756019787159,-20.98785374428465,0.3133809122752558,,,MISO,Central,
10193,41.6,-71.4,GIC,measured,NERC,low cadence,1.895916683083308,0.2778192481538303,50.79292903232085,1.473794707881546,0.3441875935137594,,,ISONE,East,
10194,42.6,-73.9,GIC,measured,NERC,low cadence,2.1945295536401264,0.3413414338464751,51.79287859210945,-1.49272144303693,0.3861326788877939,,115.0,NYISO,East,
10195,39.7,-74.9,GIC,measured,NERC,,2.354882212141629,0.3719691892159787,48.88719785128629,-2.637939134348516,0.2764493863131914,,,PJM,East,
10196,33.3,-111.9,GIC,measured,NERC,"noisy, low values",0.59432779565099,-0.2259739580884836,40.19512606469203,-43.81800411806209,0.1017419288097778,,,WestConnectNonEnrolled,West,Data is constant for at least 5 minutes starting at time 2024-05-11 22:36:57
10197,36.4,-82.2,GIC,measured,NERC,duplicate of TVA Sullivan,1.4198283724986611,0.1522358504523761,45.44958503022409,-10.978157442757729,0.1861778274386792,,,SERTP,East,Duplicate of TVA site 'Sullivan'
10199,35.0,-84.9,GIC,measured,NERC,noisy,1.1069538243316337,0.0441295050194376,43.95761886990061,-13.97673766325936,0.1568243156259383,,,SERTP,East,Low signal: all GIC values within +/- 3.5 A
10200,34.1,-86.7,GIC,measured,NERC,duplicate of TVA East Point,1.2489859812121804,0.0965575638214047,42.98446440981908,-15.95492959009215,0.1402201106827529,,,SERTP,East,Duplicate of TVA site 'East Point'
10201,36.5,-87.2,GIC,measured,NERC,duplicate of TVA Montgomery,1.049994166488022,0.0211868862422239,45.3583572035378,-16.707348918241372,0.1842348087232054,,500.0,SERTP,East,Duplicate of TVA site 'Montgomery'
10202,34.9,-90.0,GIC,measured,NERC,noisy,0.6097493392599633,-0.214848661626626,43.62141242322072,-19.750905744006488,0.1508766218022157,,,MISO,Central,
10203,35.0,-85.3,GIC,measured,NERC,duplicate of TVA Raccoon Mountain,0.996526544232336,-0.0015111286141768,43.94193414375441,-14.431333269327364,0.1565416997448219,,,SERTP,East,Duplicate of TVA site 'Raccoon Mountain'
10204,35.3,-89.8,GIC,measured,NERC,duplicate of TVA Shelby,0.6301141833833783,-0.2005807446416425,44.031298836731125,-19.56101370687615,0.1581587643579561,,,SERTP,East,Duplicate of TVA site 'Shelby'
10205,36.2,-88.8,GIC,measured,NERC,"noisy, missing periods of data",0.8956529666713062,-0.0478602312465515,44.98155785919753,-18.50640692677277,0.1764220531838665,,,SERTP,East,Data is constant for at least 5 minutes starting at time 2024-05-10 17:59:49
10207,36.0,-84.1,GIC,measured,NERC,duplicate of TVA Bull Run,0.5592615251552008,-0.2523850572809846,44.98652056449961,-13.12945871409814,0.1765227679464048,,161.0,SERTP,East,Duplicate of TVA site 'Bull Run'
10208,35.8,-86.5,GIC,measured,NERC,duplicate of TVA Rutherford,0.7257450701500456,-0.1392159055671167,44.69079428892031,-15.853922423093188,0.1706204234359063,,,SERTP,East,Duplicate of TVA site 'Rutherford'
10209,34.8,-85.7,GIC,measured,NERC,"one big peak, otherwise fine",0.8374007929076037,-0.0770666322252589,43.72600881703253,-14.871904008277133,0.1527024129438696,,,SERTP,East,
10211,34.3,-88.8,GIC,measured,NERC,low cadence,0.6415197941404186,-0.1927899388941441,43.08519593967859,-18.34291142057459,0.1418538827441286,,,SERTP,East,
10212,36.0,-86.6,GIC,measured,NERC,duplicate of TVA Pinhook,0.7824508982511382,-0.1065429065453077,44.886118382535365,-15.983139620288483,0.1744963132638616,,161.0,SERTP,East,Duplicate of TVA site 'Pinhook'
10219,36.1,-81.0,GIC,measured,NERC,"noisy, low values",2.7564328346317017,0.4403474145899267,45.18400303942099,-9.587706444429562,0.1805775543591551,,,SERTP,East,
10220,39.4,-87.4,GIC,measured,NERC,,0.4903456338448295,-0.3094976874089987,48.24397426827768,-17.187816861891438,0.2567382390764825,,,MISO,Central,Data is constant for at least 5 minutes starting at time 2024-05-12 18:05:26
10248,32.8,-80.6,GIC,measured,NERC,"not smooth, low values",0.901094778523134,-0.0452295268624527,41.89593515411024,-8.990315011768214,0.1237214345300633,,,SCRTP,East,Data is constant for at least 5 minutes starting at time 2024-05-10 00:08:56
10249,33.3,-81.0,GIC,measured,NERC,,1.238758315244013,0.0929865827324599,42.385452532799086,-9.462880671642283,0.1308860426619659,,,SCRTP,East,Data is constant for at least 5 minutes starting at time 2024-05-10 00:00:00
10250,34.1,-80.9,GIC,measured,NERC,,1.9961869176524896,0.300201205039686,43.18767323952071,-9.383857329528794,0.143535504475535,,,SCRTP,East,Data is constant for at least 5 minutes starting at time 2024-05-10 00:49:40
