site_id,geo_lat,geo_lon,data_type,data_class,data_source,error,interpolated_beta,power_pool,US_region,nearest_sim_site
10450,41.0,-85.0,GIC,measured,NERC,low values,0.732541440595982,PJM,East,
10453,38.5,-81.8,GIC,measured,NERC,not centered on zero,0.4794559077539824,PJM,East,
10454,36.6,-79.7,GIC,measured,NERC,not centered on zero,1.9686181942317031,PJM,East,
10455,40.1,-82.7,GIC,measured,NERC,not centered on zero,0.789302714347613,PJM,East,
10456,38.2,-82.6,GIC,measured,NERC,not centered on zero,0.5445291676771482,PJM,East,
10458,42.2,-86.3,GIC,measured,NERC,not centered on zero,0.5461142418775051,PJM,East,
10460,28.9,-96.2,GIC,measured,NERC,low values,0.0626858854189427,ERCOT,ERCOT,
10461,32.2,-100.0,GIC,measured,NERC,not centered on zero,0.4124801634036799,ERCOT,ERCOT,
10462,32.2,-100.0,GIC,measured,NERC,not centered on zero,0.4124801634036799,ERCOT,ERCOT,
10463,35.4,-99.7,GIC,measured,NERC,not centered on zero,0.3709370469559069,SPP,Central,
10464,35.4,-99.7,GIC,measured,NERC,low values,0.3709370469559069,SPP,Central,
10467,37.4,-79.9,GIC,measured,NERC,low cadence,1.5019975681211808,PJM,East,
10468,37.4,-79.9,GIC,measured,NERC,not centered on zero,1.5019975681211808,PJM,East,
10469,37.4,-79.9,GIC,measured,NERC,not centered on zero,1.5019975681211808,PJM,East,
10470,37.4,-79.9,GIC,measured,NERC,low values,1.5019975681211808,PJM,East,
10471,37.4,-79.9,GIC,measured,NERC,"noisy, not centered on zero",1.5019975681211808,PJM,East,
10473,28.7,-97.2,GIC,measured,NERC,not centered on zero,0.091566592534447,ERCOT,ERCOT,
10474,28.7,-97.2,GIC,measured,NERC,low values,0.091566592534447,ERCOT,ERCOT,
10475,40.2,-81.9,GIC,measured,NERC,one big spike,0.6044645604758745,PJM,East,
10476,40.1,-82.8,GIC,measured,NERC,not centered on zero,0.8056019555572088,PJM,East,
10477,31.4,-95.4,GIC,measured,NERC,not centered on zero,0.1500301249933128,ERCOT,ERCOT,
10478,42.0,-86.6,GIC,measured,NERC,not centered on zero,0.6317656392031411,PJM,East,
10480,42.0,-86.6,GIC,measured,NERC,not centered on zero,0.6317656392031411,PJM,East,
10481,40.2,-85.3,GIC,measured,NERC,not centered on zero,0.725399273789205,PJM,East,
10482,40.2,-85.3,GIC,measured,NERC,low values,0.725399273789205,PJM,East,
10483,39.0,-83.0,GIC,measured,NERC,low cadence,0.8505385171694224,PJM,East,
10484,39.0,-83.0,GIC,measured,NERC,not centered on zero,0.8505385171694224,PJM,East,
10485,39.0,-83.0,GIC,measured,NERC,not centered on zero,0.8505385171694224,PJM,East,
10487,41.5,-86.4,GIC,measured,NERC,not centered on zero,0.638281251821335,MISO,Central,
10489,36.6,-79.3,GIC,measured,NERC,low cadence,2.1642369169569338,PJM,East,
10490,41.7,-85.9,GIC,measured,NERC,not centered on zero,0.6046347552238722,PJM,East,
10492,40.8,-84.0,GIC,measured,NERC,not centered on zero,0.7665596415364551,PJM,East,
10493,36.7,-79.9,GIC,measured,NERC,"not smooth, low values",1.838743370592181,PJM,East,
10494,36.7,-79.9,GIC,measured,NERC,"not smooth, low values",1.838743370592181,PJM,East,
10495,36.7,-79.9,GIC,measured,NERC,not centered on zero,1.838743370592181,PJM,East,
10496,36.3,-94.5,GIC,measured,NERC,not centered on zero,1.3046803267356712,SPP,Central,
10497,40.5,-84.1,GIC,measured,NERC,not centered on zero,0.8526834604335003,PJM,East,
10498,40.2,-83.1,GIC,measured,NERC,not centered on zero,0.8540103698566057,PJM,East,
10499,40.2,-83.1,GIC,measured,NERC,not centered on zero,0.8540103698566057,PJM,East,
10500,41.6,-86.3,GIC,measured,NERC,not centered on zero,0.624466135894625,PJM,East,
10502,36.9,-80.8,GIC,measured,NERC,not centered on zero,1.5265457569238223,PJM,East,
10503,36.9,-80.8,GIC,measured,NERC,"not smooth, low values",1.5265457569238223,PJM,East,
10504,36.9,-80.8,GIC,measured,NERC,low cadence,1.5265457569238223,PJM,East,
10506,38.7,-85.4,GIC,measured,NERC,low cadence,0.6278369474216446,PJM,East,
10507,40.1,-82.7,GIC,measured,NERC,"not smooth, low values",0.789302714347613,PJM,East,
10509,39.8,-80.8,GIC,measured,NERC,not centered on zero,0.4269383218552357,PJM,East,
10511,41.9,-86.2,GIC,measured,NERC,low values,0.5966081956720358,PJM,East,
10512,40.0,-82.6,GIC,measured,NERC,not centered on zero,0.7716446476070943,PJM,East,
10513,26.1,-97.6,GIC,measured,NERC,"not smooth, not centered on zero",,ERCOT,ERCOT,
10515,26.1,-97.6,GIC,measured,NERC,"not smooth, not centered on zero",,ERCOT,ERCOT,
10516,39.6,-81.2,GIC,measured,NERC,not centered on zero,0.4866894207269788,PJM,East,
10517,32.0,-93.2,GIC,measured,NERC,not centered on zero,0.1775494900377329,MISO,Central,
10518,27.6,-99.3,GIC,measured,NERC,"not smooth, not centered on zero",0.1604749567405534,ERCOT,ERCOT,
10519,27.8,-97.6,GIC,measured,NERC,"not smooth, not centered on zero",0.0713722986894851,ERCOT,ERCOT,
10520,27.8,-97.6,GIC,measured,NERC,"not smooth, not centered on zero",0.0713722986894851,ERCOT,ERCOT,
10521,31.3,-103.1,GIC,measured,NERC,"not smooth, not centered on zero",0.5321830949419017,ERCOT,ERCOT,
10524,40.2,-83.0,GIC,measured,NERC,not centered on zero,0.83771112864701,PJM,East,
10525,40.2,-83.0,GIC,measured,NERC,not centered on zero,0.83771112864701,PJM,East,
10527,40.3,-83.4,GIC,measured,NERC,not centered on zero,0.8314207776245441,PJM,East,
10528,37.2,-80.2,GIC,measured,NERC,not centered on zero,1.2684313918881838,PJM,East,
10529,37.2,-80.2,GIC,measured,NERC,not centered on zero,1.2684313918881838,PJM,East,
10530,39.0,-81.9,GIC,measured,NERC,too low,0.5146240652046337,PJM,East,
10531,32.5,-99.8,GIC,measured,NERC,not centered on zero,0.4425380146204536,ERCOT,ERCOT,
10532,32.5,-99.8,GIC,measured,NERC,not centered on zero,0.4425380146204536,ERCOT,ERCOT,
10534,36.6,-82.7,GIC,measured,NERC,not centered on zero,0.8686256164587953,PJM,East,
10537,27.6,-97.7,GIC,measured,NERC,not centered on zero,0.0706371377795155,ERCOT,ERCOT,
10538,26.3,-98.2,GIC,measured,NERC,not centered on zero,,ERCOT,ERCOT,
10539,26.3,-98.2,GIC,measured,NERC,not centered on zero,,ERCOT,ERCOT,
10541,41.7,-86.5,GIC,measured,NERC,not centered on zero,0.6234138921661652,PJM,East,
10542,36.0,-95.7,GIC,measured,NERC,not centered on zero,0.9354586046984892,SPP,Central,
10545,37.4,-79.1,GIC,measured,NERC,"low values, not centered on zero",1.71663255208625,PJM,East,
10546,37.4,-79.1,GIC,measured,NERC,"low values, not centered on zero",1.71663255208625,PJM,East,
10547,37.4,-79.1,GIC,measured,NERC,"low values, not centered on zero",1.71663255208625,PJM,East,
10548,26.2,-98.2,GIC,measured,NERC,not centered on zero,,ERCOT,ERCOT,
10549,26.2,-98.2,GIC,measured,NERC,not centered on zero,,ERCOT,ERCOT,
10550,26.3,-97.6,GIC,measured,NERC,not centered on zero,0.0725056662286701,ERCOT,ERCOT,
10551,26.3,-97.6,GIC,measured,NERC,"not smooth, not centered on zero",0.0725056662286701,ERCOT,ERCOT,
10552,40.0,-83.1,GIC,measured,NERC,not centered on zero,0.8541780627588123,PJM,East,
10554,37.9,-87.0,GIC,measured,NERC,not smooth,0.5439242717363038,MISO,Central,
10557,31.5,-100.3,GIC,measured,NERC,not centered on zero,0.5541085061651425,ERCOT,ERCOT,
10558,30.9,-103.4,GIC,measured,NERC,not centered on zero,0.4830834702534755,ERCOT,ERCOT,
10559,30.9,-103.4,GIC,measured,NERC,not centered on zero,0.4830834702534755,ERCOT,ERCOT,
10560,41.0,-85.3,GIC,measured,NERC,low cadence,0.7176193661309468,PJM,East,
10561,41.0,-83.3,GIC,measured,NERC,not centered on zero,0.760887461840249,PJM,East,
10563,40.7,-81.4,GIC,measured,NERC,"not smooth, low values",0.5531077842915348,PJM,East,
10564,40.7,-84.2,GIC,measured,NERC,low cadence,0.7994264663558704,PJM,East,
10565,26.1,-98.2,GIC,measured,NERC,"not smooth, low values",,ERCOT,ERCOT,
10567,39.2,-87.5,GIC,measured,NERC,not centered on zero,0.4723830744533478,MISO,Central,
10568,39.2,-87.5,GIC,measured,NERC,not centered on zero,0.4723830744533478,MISO,Central,
10569,39.2,-87.5,GIC,measured,NERC,low cadence,0.4723830744533478,MISO,Central,
10570,40.2,-80.7,GIC,measured,NERC,1-min cadence,0.4489638513103618,PJM,East,
10572,38.4,-82.5,GIC,measured,NERC,"not smooth, not centered on zero",0.614144348980766,PJM,East,
10573,38.4,-82.5,GIC,measured,NERC,"not smooth, not centered on zero",0.614144348980766,PJM,East,
10574,38.4,-82.5,GIC,measured,NERC,"not smooth, not centered on zero",0.614144348980766,PJM,East,
10575,41.7,-86.1,GIC,measured,NERC,"not smooth, low values",0.6083122404911356,PJM,East,
10576,41.7,-86.1,GIC,measured,NERC,not centered on zero,0.6083122404911356,PJM,East,
10577,41.4,-84.9,GIC,measured,NERC,"low cadence, not centered on zero",0.7188458081390685,PJM,East,
10578,40.2,-82.8,GIC,measured,NERC,not centered on zero,0.8051126462278162,PJM,East,
10581,32.8,-94.5,GIC,measured,NERC,not centered on zero,0.1855197224049235,SPP,Central,
50100,30.4,-89.6,B,measured,NERC,,0.0995504350253595,SERTP,East,
50100,30.4,-89.6,B,calculated,SWMF,,0.0995504350253595,SERTP,East,
50100,30.4,-89.6,B,calculated,MAGE,,0.0995504350253595,SERTP,East,
50127,37.1,-119.7,B,measured,NERC,,0.6691525698113988,CAISO,West,
50127,37.1,-119.7,B,calculated,SWMF,,0.6691525698113988,CAISO,West,
50127,37.1,-119.7,B,calculated,MAGE,,0.6691525698113988,CAISO,West,
50112,48.3,-117.1,B,measured,NERC,,0.4145956885347474,NorthernGridConnected,West,
50112,48.3,-117.1,B,calculated,SWMF,,0.4145956885347474,NorthernGridConnected,West,
50112,48.3,-117.1,B,calculated,MAGE,,0.4145956885347474,NorthernGridConnected,West,
50131,37.8,-84.7,B,measured,NERC,,0.6012161899336259,PJM,East,
50131,37.8,-84.7,B,calculated,SWMF,,0.6012161899336259,PJM,East,
50131,37.8,-84.7,B,calculated,MAGE,,0.6012161899336259,PJM,East,
50132,38.0,-84.8,B,measured,NERC,,0.6526523734307923,PJM,East,
50132,38.0,-84.8,B,calculated,SWMF,,0.6526523734307923,PJM,East,
50132,38.0,-84.8,B,calculated,MAGE,,0.6526523734307923,PJM,East,
50103,33.3,-89.2,B,measured,NERC,,0.33901322106753,SERTP,East,
50103,33.3,-89.2,B,calculated,SWMF,,0.33901322106753,SERTP,East,
50103,33.3,-89.2,B,calculated,MAGE,,0.33901322106753,SERTP,East,
50104,36.0,-84.1,B,measured,NERC,,0.5592615251552008,SERTP,East,
50104,36.0,-84.1,B,calculated,SWMF,,0.5592615251552008,SERTP,East,
50104,36.0,-84.1,B,calculated,MAGE,,0.5592615251552008,SERTP,East,
50109,35.6,-84.7,B,measured,NERC,,0.8873089882136032,SERTP,East,
50109,35.6,-84.7,B,calculated,SWMF,,0.8873089882136032,SERTP,East,
50109,35.6,-84.7,B,calculated,MAGE,,0.8873089882136032,SERTP,East,
50115,41.3,-90.5,B,measured,NERC,,1.4474025826441173,MISO,Central,
50115,41.3,-90.5,B,calculated,SWMF,,1.4474025826441173,MISO,Central,
50115,41.3,-90.5,B,calculated,MAGE,,1.4474025826441173,MISO,Central,
50116,37.2,-86.9,B,measured,NERC,,0.6880772749551748,SERTP,East,
50116,37.2,-86.9,B,calculated,SWMF,,0.6880772749551748,SERTP,East,
50116,37.2,-86.9,B,calculated,MAGE,,0.6880772749551748,SERTP,East,
50117,36.1,-81.0,B,measured,NERC,,2.7564328346317017,SERTP,East,
50117,36.1,-81.0,B,calculated,SWMF,,2.7564328346317017,SERTP,East,
50117,36.1,-81.0,B,calculated,MAGE,,2.7564328346317017,SERTP,East,
50118,39.4,-87.4,B,measured,NERC,,0.4903456338448295,MISO,Central,
50118,39.4,-87.4,B,calculated,SWMF,,0.4903456338448295,MISO,Central,
50118,39.4,-87.4,B,calculated,MAGE,,0.4903456338448295,MISO,Central,
50119,35.0,-85.3,B,measured,NERC,,0.996526544232336,SERTP,East,
50119,35.0,-85.3,B,calculated,SWMF,,0.996526544232336,SERTP,East,
50119,35.0,-85.3,B,calculated,MAGE,,0.996526544232336,SERTP,East,
50120,34.3,-88.8,B,measured,NERC,,0.6415197941404186,SERTP,East,
50120,34.3,-88.8,B,calculated,SWMF,,0.6415197941404186,SERTP,East,
50120,34.3,-88.8,B,calculated,MAGE,,0.6415197941404186,SERTP,East,
50122,35.6,-89.3,B,measured,NERC,,0.7105385487306504,SERTP,East,
50122,35.6,-89.3,B,calculated,SWMF,,0.7105385487306504,SERTP,East,
50122,35.6,-89.3,B,calculated,MAGE,,0.7105385487306504,SERTP,East,
Ackerman,33.3749,-89.2104,B,measured,TVA,,0.3508989921866394,SERTP,East,
Allen,35.0675,-90.1602,B,measured,TVA,"x In TVAmagmetadata.dat, but no file",0.6194250535069582,MISO,Central,
Anderson,0.0,0.0,GIC,measured,TVA,"GIC file exists, but no lat/long in GIC_monitors.txt",,,,
Bradley,35.0425,-84.9587,GIC,measured,TVA,,1.0815509992037882,SERTP,East,
Bull Run,36.0193,-84.1575,GIC,calculated,TVA,,0.5554131998087664,SERTP,East,
Bull Run,36.0193,-84.1575,GIC,measured,TVA,,0.5554131998087664,SERTP,East,
Bull Run,36.0252,-84.1468,B,measured,TVA,,0.5547525505882388,SERTP,East,
Bull Run,36.0193,-84.1575,B,calculated,SWMF,,0.5554131998087664,SERTP,East,
Bull Run,36.0193,-84.1575,B,calculated,MAGE,,0.5554131998087664,SERTP,East,
Colbert,34.7385,-87.8374,B,measured,TVA,"x In TVAmagmetadata.dat, but no file",0.8555080971287431,SERTP,East,
East Point,34.1946,-86.7474,GIC,measured,TVA,,1.165993839941167,SERTP,East,
Gallatin,36.3189,-86.4106,B,measured,TVA,"x In TVAmagmetadata.dat, but no file",0.73188952101273,SERTP,East,
Gleason,36.246,-88.612,GIC,measured,TVA,,0.9440160013915432,SERTP,East,
John Sevier,36.3806,-82.9581,B,measured,TVA,"x In TVAmagmetadata.dat, but no file",0.7718010720160107,SERTP,East,
Johnsonville,36.029,-87.985,GIC,measured,TVA,,1.039608708631705,SERTP,East,
Lagoon Creek,35.6475,-89.3907,B,measured,TVA,,0.7051250220372007,SERTP,East,
Madison,34.7964,-86.5207,GIC,measured,TVA,"x In GIC_monitors.txt, but no file",0.6029211695736985,SERTP,East,
Montgomery,36.5949,-87.2533,GIC,measured,TVA,,1.0349744841285202,SERTP,East,
Montgomery,36.5949,-87.2533,GIC,calculated,TVA,,1.0349744841285202,SERTP,East,
Montgomery,36.5949,-87.2533,B,calculated,SWMF,,1.0349744841285202,SERTP,East,
Montgomery,36.5949,-87.2533,B,calculated,MAGE,,1.0349744841285202,SERTP,East,
Paradise 2,37.2587,-86.9781,GIC,measured,TVA,low vlaues,0.6772767922631994,SERTP,East,
Paradise 3,37.2587,-86.9781,GIC,measured,TVA,,0.6772767922631994,SERTP,East,
Paradise,37.2561,-86.9986,B,measured,TVA,,0.6847104353831177,SERTP,East,
Pinhook,36.0465,-86.6059,GIC,measured,TVA,,0.7895845317566931,SERTP,East,
Raccoon Mountain,35.0571,-85.3872,GIC,measured,TVA,,0.9440325305561166,SERTP,East,
Raccoon Mountain,35.0571,-85.3872,B,measured,TVA,,0.9440325305561166,SERTP,East,
Rutherford,35.8275,-86.5986,GIC,measured,TVA,,0.7616738866511537,SERTP,East,
Shawnee,37.1457,-88.7705,B,measured,TVA,"x In TVAmagmetadata.dat, but no file",1.0868298132950276,MISO,Central,
Shelby,35.3859,-89.8042,GIC,measured,TVA,,0.6428864352302863,SERTP,East,
Southaven,34.9939,-90.0497,GIC,measured,TVA,,0.6304573135603162,MISO,Central,
Sullivan,36.4419,-82.2791,GIC,measured,TVA,,1.305091968773438,SERTP,East,
Union,34.378,-88.8578,GIC,measured,TVA,,0.6530342400019656,SERTP,East,
Union,34.378,-88.8578,GIC,calculated,TVA,,0.6530342400019656,SERTP,East,
Union,34.375,-88.8567,B,measured,TVA,,0.65263229354328,SERTP,East,
Union,34.378,-88.8578,B,calculated,SWMF,,0.6530342400019656,SERTP,East,
Union,34.378,-88.8578,B,calculated,MAGE,,0.6530342400019656,SERTP,East,
Watts Bar,35.6091,-84.7831,B,measured,TVA,,0.8951166757313451,SERTP,East,
Weakley,36.2752,-88.8347,GIC,measured,TVA,missing periods of data,0.9126381392221878,SERTP,East,
Widows Creek,34.8859,-85.7554,GIC,measured,TVA,,0.7869561046938021,SERTP,East,
Widows Creek,34.8859,-85.7554,GIC,calculated,TVA,,0.7869561046938021,SERTP,East,
Widows Creek,34.8859,-85.7554,B,calculated,SWMF,,0.7869561046938021,SERTP,East,
Widows Creek,34.8859,-85.7554,B,calculated,MAGE,,0.7869561046938021,SERTP,East,
Widows Creek,34.8859,-85.7554,GIC,calculated,GMU,,0.7869561046938021,SERTP,East,14133615
Raccoon Mountain,35.0571,-85.3872,GIC,calculated,GMU,,0.9440325305561166,SERTP,East,16489940
Southaven,34.9939,-90.0497,GIC,calculated,GMU,,0.6304573135603162,MISO,Central,90962732
Shelby,35.3859,-89.8042,GIC,calculated,GMU,,0.6428864352302863,SERTP,East,97859576
Union,34.378,-88.8578,GIC,calculated,GMU,,0.6530342400019656,SERTP,East,98699542
Gleason,36.246,-88.612,GIC,calculated,GMU,,0.9440160013915432,SERTP,East,106759357
Johnsonville,36.029,-87.985,GIC,calculated,GMU,,1.039608708631705,SERTP,East,106782533
Bull Run,36.0193,-84.1575,GIC,calculated,GMU,,0.5554131998087664,SERTP,East,108137138
Sullivan,36.4419,-82.2791,GIC,calculated,GMU,,1.305091968773438,SERTP,East,108718796
Paradise 3,37.2587,-86.9781,GIC,calculated,GMU,,0.6772767922631994,SERTP,East,157842592
Rutherford,35.8275,-86.5986,GIC,calculated,GMU,,0.7616738866511537,SERTP,East,164138694
Weakley,36.2752,-88.8347,GIC,calculated,GMU,,0.9126381392221878,SERTP,East,287491782
Montgomery,36.5949,-87.2533,GIC,calculated,GMU,,1.0349744841285202,SERTP,East,708931360
Pinhook,36.0465,-86.6059,GIC,calculated,GMU,,0.7895845317566931,SERTP,East,1210590700
10659,42.5,-87.9,GIC,calculated,GMU,,1.4085185528992998,MISO,Central,40397417
10077,42.3,-87.9,GIC,calculated,GMU,,1.3255865352890053,PJM,East,177767948
10238,31.5,-83.5,GIC,calculated,GMU,,0.9257162349465204,SERTP,East,53154820
10203,35.0,-85.3,GIC,calculated,GMU,,0.996526544232336,SERTP,East,53159889
10113,45.6,-121.1,GIC,calculated,GMU,,0.6593937188565016,NorthernGridUnconnected,West,55975045
10076,41.8,-88.0,GIC,calculated,GMU,,0.9543020586643974,PJM,East,71870004
10402,39.5,-78.9,GIC,calculated,GMU,,1.100117757927958,PJM,East,73877825
10428,36.7,-76.5,GIC,calculated,GMU,,1.305214367144753,PJM,East,80921422
10187,41.0,-81.6,GIC,calculated,GMU,,0.6117421374360327,PJM,East,86822197
10052,44.9,-97.0,GIC,calculated,GMU,,1.4613600380655098,SPP,Central,86958445
10195,39.7,-74.9,GIC,calculated,GMU,,2.354882212141629,PJM,East,95131944
10184,39.0,-78.2,GIC,calculated,GMU,,2.098515690648496,PJM,East,97213220
10204,35.3,-89.8,GIC,calculated,GMU,,0.6301141833833783,SERTP,East,97859576
10114,46.5,-116.9,GIC,calculated,GMU,,0.7795147586163345,NorthernGridConnected,West,98830488
10115,47.6,-114.6,GIC,calculated,GMU,,0.2891062058950986,NorthernGridUnconnected,West,102517038
10079,41.5,-87.6,GIC,calculated,GMU,,0.7866879617083581,PJM,East,104296608
10063,33.4,-112.5,GIC,calculated,GMU,,0.5072943140435764,WestConnect,West,105031194
10660,36.2,-88.6,GIC,calculated,GMU,,0.9314245148534188,SERTP,East,106759357
10693,36.0,-84.1,GIC,calculated,GMU,,0.5592615251552008,SERTP,East,108137138
10197,36.4,-82.2,GIC,calculated,GMU,,1.4198283724986611,SERTP,East,108718796
10185,39.3,-81.3,GIC,calculated,GMU,,0.458449579058219,PJM,East,138212810
10099,41.4,-73.4,GIC,calculated,GMU,,2.7748233392986035,NYISO,East,140295802
10220,39.4,-87.4,GIC,calculated,GMU,,0.4903456338448295,MISO,Central,391063456
10208,35.8,-86.5,GIC,calculated,GMU,,0.7257450701500456,SERTP,East,164138694
10186,42.0,-80.0,GIC,calculated,GMU,,0.5616616324596242,PJM,East,175954899
10622,39.3,-86.5,GIC,calculated,GMU,,0.5118813171556331,MISO,Central,178843564
10250,34.1,-80.9,GIC,calculated,GMU,,1.9961869176524896,SCRTP,East,185201670
10255,45.7,-94.7,GIC,calculated,GMU,,2.069921759555765,MISO,Central,872338053
10212,36.0,-86.6,GIC,calculated,GMU,,0.7824508982511382,SERTP,East,1210590700
