site_id,geo_lat,geo_lon,data_type,data_class,data_source,manual_error,interpolated_beta,log10_beta,mag_lat,mag_lon,alpha,nearest_volt,power_pool,US_region
10115,47.6,-114.6,GIC,measured,NERC,,0.28910620589509867,-0.5389425857521396,54.29204417972752,-50.59785721078258,0.5147004498531211,230.0,NorthernGridUnconnected,West
10116,47.9,-121.9,GIC,measured,NERC,,0.9013327943924132,-0.04511482713106004,53.58784990730655,-58.867629000206506,0.4746618896626691,500.0,NorthernGridUnconnected,West
10119,47.5,-120.3,GIC,measured,NERC,,0.3611132137327444,-0.44235661972542606,53.423949163827906,-56.95592168545893,0.4657989735595784,115.0,NorthernGridUnconnected,West
10120,47.8,-122.2,GIC,measured,NERC,,0.8667019498089719,-0.06213022640795931,53.44707779954524,-59.16238226483965,0.46703955156797566,115.0,NorthernGridConnected,West
10121,46.9,-119.9,GIC,measured,NERC,,0.34635923339588626,-0.4604732302606293,52.8927774681828,-56.306298622062585,0.43819736277996124,,NorthernGridUnconnected,West
10257,47.4,-101.2,GIC,measured,NERC,,0.24746824742487,-0.6064805173478696,55.616941571141325,-34.98323209440816,0.5994114641133648,,SPP,Central
10258,47.4,-101.2,GIC,measured,NERC,,0.24746824742487,-0.6064805173478696,55.616941571141325,-34.98323209440816,0.5994114641133648,,SPP,Central
10259,47.4,-101.2,GIC,measured,NERC,,0.24746824742487,-0.6064805173478696,55.616941571141325,-34.98323209440816,0.5994114641133648,,SPP,Central
10260,47.4,-101.2,GIC,measured,NERC,,0.24746824742487,-0.6064805173478696,55.616941571141325,-34.98323209440816,0.5994114641133648,,SPP,Central
10261,45.1,-93.8,GIC,measured,NERC,,0.9661853461548524,-0.01493955361450329,53.95961879905005,-25.68386266293042,0.4953953654731835,115.0,MISO,Central
10262,45.1,-93.8,GIC,measured,NERC,,0.9661853461548524,-0.01493955361450329,53.95961879905005,-25.68386266293042,0.4953953654731835,115.0,MISO,Central
10263,45.1,-93.8,GIC,measured,NERC,,0.9661853461548524,-0.01493955361450329,53.95961879905005,-25.68386266293042,0.4953953654731835,115.0,MISO,Central
10264,45.1,-93.8,GIC,measured,NERC,,0.9661853461548524,-0.01493955361450329,53.95961879905005,-25.68386266293042,0.4953953654731835,115.0,MISO,Central
10331,32.2,-86.3,GIC,measured,NERC,,0.6516517340247865,-0.18598444476006154,41.536321119320235,-15.50344334268574,0.118709214695157,,SERTP,East
10360,40.2,-75.3,GIC,measured,NERC,,2.691713307197934,0.430028801565164,49.83236006865366,-3.1703836042161733,0.3081915199964859,230.0,PJM,East
10361,40.2,-75.3,GIC,measured,NERC,,2.691713307197934,0.430028801565164,49.83236006865366,-3.1703836042161733,0.3081915199964859,230.0,PJM,East
10362,39.8,-76.3,GIC,measured,NERC,,2.44308449385514,0.3879384872683546,49.421421660984926,-4.344023558910891,0.29396581674771816,230.0,PJM,East
10363,40.2,-75.6,GIC,measured,NERC,,2.343391466974178,0.36984484418619445,49.82942478237361,-3.5255833769258973,0.3080875050638742,,PJM,East
10364,40.2,-75.6,GIC,measured,NERC,,2.343391466974178,0.36984484418619445,49.82942478237361,-3.5255833769258973,0.3080875050638742,,PJM,East
10399,39.1,-78.3,GIC,measured,NERC,,2.0731811017327963,0.3166372413354602,48.6893883923146,-6.677944326261995,0.2702316799942783,,PJM,East
10400,39.1,-78.3,GIC,measured,NERC,,2.0731811017327963,0.3166372413354602,48.6893883923146,-6.677944326261995,0.2702316799942783,,PJM,East
10401,39.1,-78.3,GIC,measured,NERC,,2.0731811017327963,0.3166372413354602,48.6893883923146,-6.677944326261995,0.2702316799942783,,PJM,East
10402,39.5,-78.9,GIC,measured,NERC,,1.100117757927958,0.041439175050120194,49.07692950005452,-7.399899626189418,0.28254756059544484,138.0,PJM,East
10403,39.5,-78.9,GIC,measured,NERC,,1.100117757927958,0.041439175050120194,49.07692950005452,-7.399899626189418,0.28254756059544484,138.0,PJM,East
10404,39.5,-77.9,GIC,measured,NERC,,2.975750740745741,0.47359655037775894,49.09679849255656,-6.222077133369064,0.28319390130394984,500.0,PJM,East
10405,39.5,-77.9,GIC,measured,NERC,,2.975750740745741,0.47359655037775894,49.09679849255656,-6.222077133369064,0.28319390130394984,500.0,PJM,East
10406,39.5,-77.9,GIC,measured,NERC,,2.975750740745741,0.47359655037775894,49.09679849255656,-6.222077133369064,0.28319390130394984,500.0,PJM,East
10407,39.5,-77.9,GIC,measured,NERC,,2.975750740745741,0.47359655037775894,49.09679849255656,-6.222077133369064,0.28319390130394984,500.0,PJM,East
10408,39.7,-80.0,GIC,measured,NERC,,0.35839272232075164,-0.44564081789392257,49.25102227901106,-8.70479808514706,0.28826135812039044,,PJM,East
10409,39.3,-77.5,GIC,measured,NERC,,3.214361482606811,0.5070947153251723,48.90383488852565,-5.7441675583019975,0.2769788119704808,,PJM,East
10410,39.3,-77.5,GIC,measured,NERC,,3.214361482606811,0.5070947153251723,48.90383488852565,-5.7441675583019975,0.2769788119704808,,PJM,East
10411,39.3,-77.5,GIC,measured,NERC,,3.214361482606811,0.5070947153251723,48.90383488852565,-5.7441675583019975,0.2769788119704808,,PJM,East
10412,39.3,-77.5,GIC,measured,NERC,,3.214361482606811,0.5070947153251723,48.90383488852565,-5.7441675583019975,0.2769788119704808,,PJM,East
10413,39.3,-77.5,GIC,measured,NERC,,3.214361482606811,0.5070947153251723,48.90383488852565,-5.7441675583019975,0.2769788119704808,,PJM,East
10414,39.4,-77.4,GIC,measured,NERC,,3.647067586236612,0.5619438115884283,49.005472033922416,-5.629702801512378,0.2802352093414682,230.0,PJM,East
10425,36.8,-78.7,GIC,measured,NERC,,2.1019543813075523,0.3226232863062152,46.38211651763885,-7.058438221343478,0.20725364877470157,,PJM,East
10437,39.6,-75.6,GIC,measured,NERC,,2.2656142528262535,0.35518596813552383,49.22947870222182,-3.5131902054532387,0.28754807129237503,,PJM,East
10180,41.7,-73.8,GIC,measured,NERC,,3.145835293715519,0.49773598055585516,51.34234531933361,-1.406862311746886,0.3666360665321084,,NYISO,East
10181,41.9,-74.0,GIC,measured,NERC,,2.89686190112345,0.46192779205926937,51.54144858999293,-1.6479803942274875,0.37512773245370895,,NYISO,East
10183,41.1,-76.7,GIC,measured,NERC,,0.3383415505177352,-0.4706446647822341,50.715846288730496,-4.8539496130304425,0.3411500204494099,,PJM,East
10184,39.0,-78.2,GIC,measured,NERC,,2.0985156906484956,0.3219122207891498,48.59134997382266,-6.556691635265122,0.2672020855915447,500.0,PJM,East
10187,41.0,-81.6,GIC,measured,NERC,,0.6117421374360327,-0.2134316038153043,50.505034077389396,-10.670428125316826,0.3329788315029986,,PJM,East
10188,40.2,-74.5,GIC,measured,NERC,,2.9734133513883285,0.47325528718968896,49.838666108856174,-2.223063763042586,0.3084150998894002,,PJM,East
10189,36.7,-83.7,GIC,measured,NERC,,0.527466012355076,-0.2778055192002973,46.13744827184239,-12.844588095619663,0.20150345975954187,,SERTP,East
10190,36.7,-83.0,GIC,measured,NERC,,0.57653457392805,-0.23917464358881532,46.16271154483735,-12.035266321187216,0.20208973423689802,,SERTP,East
10191,41.3,-90.5,GIC,measured,NERC,,1.4474025826441173,0.16058934321547907,50.39537852062453,-21.208516236150864,0.32880620342612404,,MISO,Central
10192,41.1,-95.7,GIC,measured,NERC,,1.225836002583152,0.08843237235430772,49.83872272740416,-27.257073955022335,0.30841710802767813,161.0,MISO,Central
10193,41.6,-71.4,GIC,measured,NERC,,1.895916683083308,0.2778192481538303,51.24215402947223,1.4609321446043777,0.3624359298345015,,ISONE,East
10194,42.6,-73.9,GIC,measured,NERC,,2.1945295536401264,0.34134143384647514,52.24190010889534,-1.5351707134495152,0.4065953693926249,115.0,NYISO,East
10196,33.3,-111.9,GIC,measured,NERC,,0.59432779565099,-0.22597395808848364,40.51592423608334,-44.107776703990766,0.10556546556479655,,WestConnectNonEnrolled,West
10197,36.4,-82.2,GIC,measured,NERC,,1.4198283724986611,0.1522358504523761,45.88984106782539,-11.092409103717541,0.1958466045168947,,SERTP,East
10198,37.2,-86.9,GIC,measured,NERC,,0.6880772749551748,-0.16236278530800938,46.50060410599234,-16.580850674789545,0.21009703011843897,161.0,SERTP,East
10199,35.0,-84.9,GIC,measured,NERC,,1.1069538243316335,0.04412950501943767,44.392564804955555,-14.108645772295707,0.16486796683516924,,SERTP,East
10201,36.5,-87.2,GIC,measured,NERC,,1.049994166488022,0.02118688624222394,45.787412735575344,-16.865840241613572,0.1935532105503187,500.0,SERTP,East
10202,34.9,-90.0,GIC,measured,NERC,,0.6097493392599633,-0.214848661626626,44.04276534507717,-19.923114819134724,0.15836745773534,,MISO,Central
10204,35.3,-89.8,GIC,measured,NERC,,0.6301141833833783,-0.20058074464164255,44.4531652746804,-19.73402520546328,0.16602095354879487,,SERTP,East
10205,36.2,-88.8,GIC,measured,NERC,,0.8956529666713062,-0.0478602312465515,45.40620131438505,-18.67664955914967,0.18525127581708353,,SERTP,East
10206,34.8,-85.7,GIC,measured,NERC,,0.8374007929076037,-0.07706663222525892,44.159136153254,-15.009483297868082,0.16050107776980813,,SERTP,East
10207,36.0,-84.1,GIC,measured,NERC,,0.5592615251552008,-0.2523850572809846,45.42308674771812,-13.258872516833708,0.1856113508330261,161.0,SERTP,East
10208,35.8,-86.5,GIC,measured,NERC,,0.7257450701500456,-0.13921590556711677,45.12179854856175,-16.002864899067347,0.1792903991855533,,SERTP,East
10213,30.5,-97.5,GIC,measured,NERC,,0.4236653335317851,-0.3729770707448052,39.14806933036726,-27.8645122802521,0.09019986884240916,,ERCOT,ERCOT
10214,32.6,-97.2,GIC,measured,NERC,,0.6969613331851104,-0.15679131551770836,41.262666834403504,-27.783557700609986,0.11503157845806698,,ERCOT,ERCOT
10215,40.6,-74.1,GIC,measured,NERC,,2.65887108039173,0.4246972803809019,50.24097975147798,-1.7535391450580824,0.32301949305591104,,NYISO,East
10218,42.6,-96.3,GIC,measured,NERC,,1.4552467820579302,0.16293664761606325,51.28371128428763,-28.203976076525404,0.3641721872535611,345.0,MISO,Central
10219,36.1,-81.0,GIC,measured,NERC,,2.7564328346317017,0.4403474145899267,45.6263130660265,-9.69020624461412,0.19000036678254068,,SERTP,East
10221,38.9,-84.6,GIC,measured,NERC,,0.846515101823899,-0.07236528967520824,48.299711403463114,-14.050205871158198,0.2583891576316446,138.0,PJM,East
10251,35.9,-82.3,GIC,measured,NERC,,1.72529499839907,0.23686336330687735,45.38700692168156,-11.179147816697261,0.18484281143617537,,SERTP,East
10252,36.4,-79.0,GIC,measured,NERC,,2.6171669225579013,0.4178314227674844,45.97593326057725,-7.3909952627067605,0.19779523422025744,,SERTP,East
10273,42.9,-82.5,GIC,measured,NERC,,0.6159649281559347,-0.2104440150140903,52.373716836127066,-11.877588012233778,0.41280587087808857,,MISO,Central
10276,42.6,-84.0,GIC,measured,NERC,,0.6573630712803762,-0.18219469695294935,52.01858039375839,-13.647655738752572,0.3962862268668562,,MISO,Central
10324,28.9,-95.3,GIC,measured,NERC,,0.050208675317364865,-1.299221236700696,37.71882253908337,-25.257790991844583,0.07652860496056618,,ERCOT,ERCOT
10325,29.8,-95.2,GIC,measured,NERC,,0.06687295847063161,-1.1747494631161035,38.62293884055812,-25.24115690207861,0.08491391398718502,,ERCOT,ERCOT
10326,29.4,-94.9,GIC,measured,NERC,,0.05207006605437056,-1.2834118713922844,38.245557373066234,-24.867595980021306,0.08130756786586979,,ERCOT,ERCOT
10327,36.7,-83.7,GIC,measured,NERC,,0.527466012355076,-0.2778055192002973,46.13744827184239,-12.844588095619663,0.20150345975954187,,SERTP,East
10376,40.9,-73.9,GIC,measured,NERC,,2.403237240915885,0.38079664526704854,50.54193055596174,-1.518861853329781,0.3343946940253537,345.0,NYISO,East
10377,40.7,-74.0,GIC,measured,NERC,,2.5535429490860757,0.4071431668299854,50.341473090546025,-1.6358096741627803,0.32677419768378324,,NYISO,East
10378,40.7,-74.0,GIC,measured,NERC,,2.5535429490860757,0.4071431668299854,50.341473090546025,-1.6358096741627803,0.32677419768378324,,NYISO,East
10379,40.7,-74.0,GIC,measured,NERC,,2.5535429490860757,0.4071431668299854,50.341473090546025,-1.6358096741627803,0.32677419768378324,,NYISO,East
10380,41.1,-73.8,GIC,measured,NERC,,2.2529315327456834,0.35274799358687425,50.74235430756567,-1.4016388053504083,0.34219157647834986,,NYISO,East
10383,40.6,-74.2,GIC,measured,NERC,,2.719221634832854,0.434444606948329,50.24044972946037,-1.8722533523593288,0.32299980479994667,,PJM,East
10387,41.0,-73.9,GIC,measured,NERC,,2.358259664051346,0.3725916228353744,50.64192882637405,-1.519788300962989,0.3382623625808639,,NYISO,East
10388,41.0,-73.9,GIC,measured,NERC,,2.358259664051346,0.3725916228353744,50.64192882637405,-1.519788300962989,0.3382623625808639,,NYISO,East
10431,39.6,-75.7,GIC,measured,NERC,,2.3091290131355544,0.36344819802225226,49.228434834932145,-3.6311684297328624,0.2875135547312117,138.0,PJM,East
10432,38.5,-76.6,GIC,measured,NERC,,0.9920645909046397,-0.003460051071360802,48.117661753417224,-4.663503598002281,0.2530358306045899,,PJM,East
10433,38.5,-76.6,GIC,measured,NERC,,0.9920645909046397,-0.003460051071360802,48.117661753417224,-4.663503598002281,0.2530358306045899,,PJM,East
10434,39.5,-75.1,GIC,measured,NERC,,2.1973806720954783,0.3419053001928759,49.1341875676878,-2.921559070558572,0.2844141840514584,,PJM,East
10435,39.4,-74.6,GIC,measured,NERC,,1.5563786944062044,0.1921152770243088,49.03803052745658,-2.330551225354869,0.2812864403058089,,PJM,East
10436,39.4,-74.6,GIC,measured,NERC,,1.5563786944062044,0.1921152770243088,49.03803052745658,-2.330551225354869,0.2812864403058089,,PJM,East
10440,38.3,-94.6,GIC,measured,NERC,,1.2477031682550597,0.09611127787688804,47.13387853271615,-25.576439177961863,0.22596859541192346,,SPP,Central
Bradley,35.0425,-84.9587,GIC,measured,TVA,,1.0815509992037882,0.034047002878745763,44.4326085444157,-14.178833216898024,0.1656289395811277,500.0,SERTP,East
Bull Run,36.0193,-84.1575,GIC,measured,TVA,,0.5554131998087664,-0.2553838031309736,45.440149874393825,-13.326387188874447,0.18597592606070523,500.0,SERTP,East
Meadowview,0.0,0.0,GIC,measured,TVA,x unknown lat/lon,,,2.868096945624174,72.85412087496802,0.0013907332815797536,,,
Montgomery,36.5949,-87.2533,GIC,measured,TVA,,1.0349744841285202,0.014929642992181141,45.879542147913845,-16.935441020560578,0.19561478584729358,500.0,SERTP,East
Paradise,37.2587,-86.9781,GIC,measured,TVA,,0.6772767922631994,-0.1692338057825545,46.55545317500784,-16.676209072165683,0.21142643546594958,500.0,SERTP,East
Rutherford,35.8275,-86.5986,GIC,measured,TVA,,0.7616738866511537,-0.1182309335725758,45.14468346097504,-16.11824792049909,0.17976287081440126,500.0,SERTP,East
Shelby,35.3859,-89.8042,GIC,measured,TVA,,0.6428864352302863,-0.19186573766483497,44.538620648503155,-19.747170999553095,0.16766054579591277,500.0,SERTP,East
Sullivan,36.4419,-82.2791,GIC,measured,TVA,,1.3050919687734381,0.11564111713288588,45.92914686638199,-11.186235509077122,0.19673386762110762,500.0,SERTP,East
Widows Creek,34.8859,-85.7554,GIC,measured,TVA,,0.7869561046938021,-0.10404949130157161,44.24250627558678,-15.079166126337313,0.16204729250822117,500.0,SERTP,East
Weakley,36.2752,-88.8347,GIC,measured,TVA,,0.9126381392221878,-0.03970138598233974,45.479370436856385,-18.72358949548356,0.18681663984717256,500.0,SERTP,East
50100,30.4,-89.6,B,measured,NERC,,0.09955043502535955,-1.0019568378093457,39.57507344931598,-19.070661089160204,0.0947397299132939,,SERTP,East
50112,48.3,-117.1,B,measured,NERC,,0.41459568853474743,-0.38237521853570366,54.64766014016705,-53.66039966522022,0.5361858929337412,,NorthernGridConnected,West
50115,41.3,-90.5,B,measured,NERC,,1.4474025826441173,0.16058934321547907,50.39537852062453,-21.208516236150864,0.32880620342612404,,MISO,Central
50116,37.2,-86.9,B,measured,NERC,,0.6880772749551748,-0.16236278530800938,46.50060410599234,-16.580850674789545,0.21009703011843897,161.0,SERTP,East
