site_id,geo_lat,geo_lon,data_type,data_class,data_source,error,interpolated_beta,log10_beta,mag_lat,mag_lon,alpha
10420,39.5,75.5,GIC,measured,NERC,,,,31.563268891131756,151.4463155290156,0.03770436696949111
10421,39.5,75.5,GIC,measured,NERC,,,,31.563268891131756,151.4463155290156,0.03770436696949111
10425,36.8,78.7,GIC,measured,NERC,,,,28.64130533614685,154.05238917889756,0.026943716431977006
10426,38.1,78.8,GIC,measured,NERC,,,,29.929366193557485,154.27353657255964,0.031245554568616635
10427,39.0,77.5,GIC,measured,NERC,,,,30.91742728352628,153.19350600222108,0.03500546309038168
10428,36.7,76.5,GIC,measured,NERC,,,,28.700701527850434,152.04122340863378,0.02712838714318049
10429,36.7,76.3,GIC,measured,NERC,,,,28.715697263263692,151.85919568614634,0.027175210668700885
10438,43.2,75.2,GIC,measured,NERC,,,,35.26703785581298,151.62710730728477,0.05772609668023866
10441,34.2,81.6,GIC,measured,NERC,,,,25.85651020962814,156.4590639697142,0.01956023490724161
10442,33.8,78.9,GIC,measured,NERC,,,,25.638354981034894,153.94625326120644,0.019075615095662017
10445,41.1,74.2,GIC,measured,NERC,,,,33.255630832505624,150.47040431577562,0.04580519651628356
10446,37.0,121.0,GIC,measured,NERC,,,,28.058142208500016,-167.67509540220158,0.02519602777149548
10447,37.0,121.0,GIC,measured,NERC,,,,28.058142208500016,-167.67509540220158,0.02519602777149548
10448,37.0,120.0,GIC,measured,NERC,,,,28.02533761545579,-168.5791910598662,0.025101154115488616
10449,37.0,120.0,GIC,measured,NERC,,,,28.02533761545579,-168.5791910598662,0.025101154115488616
10584,40.0,104.0,GIC,measured,NERC,,,,30.839120442620228,177.00476909691324,0.03469164399526738
10585,33.1,80.1,GIC,measured,NERC,,,,24.85825870341955,154.9857265573047,0.017438837356028285
10589,36.9,81.7,GIC,measured,NERC,,,,28.54200473683867,156.78640195816152,0.026637780955497375
10593,37.0,84.5,GIC,measured,NERC,,,,28.47493327598925,159.33416621605815,0.026433108301141036
10628,48.0,66.4,GIC,measured,NERC,,,,40.77302908833379,144.60706927871428,0.10873332720507745
10635,43.7,87.7,GIC,measured,NERC,,,,34.99366947022254,162.73000121149013,0.0559395693364793
10636,43.7,87.7,GIC,measured,NERC,,,,34.99366947022254,162.73000121149013,0.0559395693364793
10648,32.8,115.5,GIC,measured,NERC,,,,23.70965333828967,-172.5287670662275,0.015280998583148677
10649,42.8,74.0,GIC,measured,NERC,,,,34.96183059214437,150.50864056039575,0.055735122742818506
10658,43.1,78.7,GIC,measured,NERC,,,,34.91571048010779,154.72046130551897,0.055440296623130186
10659,42.5,87.9,GIC,measured,NERC,,,,33.7867371802464,162.81252467752964,0.0486900538284669
10674,41.7,72.6,GIC,measured,NERC,,,,33.98054566558786,149.11451289866656,0.04978744040613284
10675,47.9,65.9,GIC,measured,NERC,,,,40.72042773431692,144.15099934710238,0.10807756777283763
10676,46.1,66.8,GIC,measured,NERC,,,,38.853629538423924,144.62328144204923,0.08719677941500778
10677,45.2,66.2,GIC,measured,NERC,,,,38.017496411726974,143.9395972276687,0.07920283450215619
10678,31.5,87.9,GIC,measured,NERC,,,,22.80688413150176,162.05458487126964,0.013774122837082431
10694,32.0,106.2,GIC,measured,NERC,,,,22.826845949237907,178.93493383798747,0.013805779159348427
10702,41.7,85.9,GIC,measured,NERC,,,,33.08762273331457,160.97423801088166,0.04492869216285722
10709,36.4,85.5,GIC,measured,NERC,,,,27.82120407155091,160.1945195777398,0.024518758269014288
10710,36.4,85.5,GIC,measured,NERC,,,,27.82120407155091,160.1945195777398,0.024518758269014288
10711,36.7,85.4,GIC,measured,NERC,,,,28.12593408583094,160.12664711771217,0.02539322534811356
10712,36.7,85.4,GIC,measured,NERC,,,,28.12593408583094,160.12664711771217,0.02539322534811356
10716,41.7,71.5,GIC,measured,NERC,,,,34.07186809182185,148.12968570333067,0.05031306729579125
10729,39.9,83.1,GIC,measured,NERC,,,,31.447708330780472,158.31848215970274,0.03720661090684727
10646,41.0,81.6,GIC,measured,NERC,,,,32.6349854434554,157.07937017515462,0.042649831620677855
10647,40.2,74.5,GIC,measured,NERC,,,,32.33692989685028,150.62908746816402,0.04121271965249233
10660,36.2,88.6,GIC,measured,NERC,,,,27.465545389588648,162.99516268056286,0.02353615430119467
10661,36.0,87.9,GIC,measured,NERC,,,,27.299136661129786,162.34606600992421,0.0230900252296145
10690,34.7,86.8,GIC,measured,NERC,,,,26.056339048236026,161.25504168101085,0.020014939917113846
10691,37.2,86.9,GIC,measured,NERC,,,,28.546304579050165,161.52286352679496,0.026650956111988724
10692,37.2,86.9,GIC,measured,NERC,,,,28.546304579050165,161.52286352679496,0.026650956111988724
10693,36.0,84.1,GIC,measured,NERC,,,,27.500176374691407,158.89086485896357,0.02363007542449751
10696,40.4,85.9,GIC,measured,NERC,,,,31.79073146889675,160.8677705872514,0.03870365805381688
10697,36.8,80.8,GIC,measured,NERC,,,,28.49983609320121,155.9602736387548,0.02650891656949993
10698,26.1,98.1,GIC,measured,NERC,,,,17.036859018643014,171.30938666506918,0.00709392502243834
10699,37.6,81.6,GIC,measured,NERC,,,,29.24610528194917,156.75893217405164,0.028884413010509254
10700,37.6,81.6,GIC,measured,NERC,,,,29.24610528194917,156.75893217405164,0.028884413010509254
10086,27.7,82.0,GIC,measured,NERC,,,,19.349055208927098,156.30404473936454,0.00925479086713859
10087,27.9,82.4,GIC,measured,NERC,,,,19.523104798046134,156.6935331364756,0.009441898306914368
10088,27.9,82.4,GIC,measured,NERC,,,,19.523104798046134,156.6935331364756,0.009441898306914368
10089,27.8,82.4,GIC,measured,NERC,,,,19.423359740378785,156.68596409776026,0.009334212095306821
10090,27.8,82.1,GIC,measured,NERC,,,,19.442398730270043,156.40528386536994,0.009354671591520088
10091,27.7,82.3,GIC,measured,NERC,,,,19.329938746156984,156.58481717368826,0.009234467545168757
10180,41.7,73.8,GIC,measured,NERC,,,,33.88387164667855,150.18807385567803,0.04923699340146499
10181,41.9,74.0,GIC,measured,NERC,,,,34.06694008648075,150.3924154713781,0.050284561921444315
10182,26.6,98.5,GIC,measured,NERC,,,,17.52726343613712,171.6984090726094,0.007505494070940112
10184,39.0,78.2,GIC,measured,NERC,,,,30.86764170047033,153.8247827684995,0.034805617478666326
10185,39.3,81.3,GIC,measured,NERC,,,,30.95950236252542,156.64650992819185,0.035175252159573546
10186,42.0,80.0,GIC,measured,NERC,,,,33.733418095293814,155.75453698634274,0.04839241472867802
