site_id,geo_lat,geo_lon,data_type,data_class,data_source,manual_error,interpolated_beta,log10_beta,mag_lat,mag_lon,alpha,nearest_volt,power_pool,US_region,automated_error
10052,44.9,-97.0,GIC,measured,NERC,,1.4613600380655098,0.1647572270786324,53.10473216198466,-29.118164726367045,0.4490095686897644,,SPP,Central,"Baseline offset detected (median value: 1.35 A);
Excessive pre-storm noise: std before (0.4541 A) > 1/4 * std after (1.1974 A);
Data is constant for at least 5 minutes starting at time 2024-10-07 14:13:50"
10064,41.8,-88.2,GIC,measured,NERC,,0.9992471574670888,-0.0003270784925398,50.58057213402152,-18.353018466769527,0.3358839775471295,138.0,PJM,East,"All GIC values are positive;
All GIC values are negative;
Low signal: all GIC values within +/- 4 A;
Data is constant for at least 5 minutes starting at time 2024-10-07 12:00:00"
10065,41.8,-87.8,GIC,measured,NERC,,0.909356959861706,-0.0412656049328742,50.60040729625649,-17.88436273519125,0.3366510180574677,,PJM,East,"All GIC values are positive;
Baseline offset detected (median value: 2.19 A);
Excessive pre-storm noise: std before (0.1791 A) > 1/4 * std after (0.3733 A);
Data is constant for at least 5 minutes starting at time 2024-10-07 17:28:10"
10066,41.6,-87.9,GIC,measured,NERC,,0.8800135763626162,-0.0555106277431414,50.39593059215803,-17.98081123185746,0.3288270794114759,,PJM,East,"Baseline offset detected (median value: -1.29 A);
Data is constant for at least 5 minutes starting at time 2024-10-07 12:00:00"
10067,42.1,-87.9,GIC,measured,NERC,,1.1739638468547255,0.0696547226754306,50.894834638138384,-18.032990177798133,0.3482449053925947,,PJM,East,"All GIC values are negative;
Baseline offset detected (median value: -8.0 A);
Data is constant for at least 5 minutes starting at time 2024-10-07 12:00:00"
10068,42.0,-88.2,GIC,measured,NERC,,1.1501378826302473,0.0607499082457068,50.78011608786202,-18.374321477001526,0.3436808104752723,,PJM,East,"Baseline offset detected (median value: 2.04 A);
Excessive pre-storm noise: std before (0.3102 A) > 1/4 * std after (0.4739 A);
Data is constant for at least 5 minutes starting at time 2024-10-07 13:46:00"
10069,41.9,-87.7,GIC,measured,NERC,,0.9673350159942892,-0.0144230911702549,50.70507486018769,-17.777466177886453,0.3407276946711191,,PJM,East,"Baseline offset detected (median value: -1.08 A);
Unphysical spike detected (max diff: 44.43 A);
Excessive pre-storm noise: std before (9.0782 A) > 1/4 * std after (9.7718 A)"
10071,42.2,-88.9,GIC,measured,NERC,,1.597837505434032,0.2035326109719616,50.94367381442893,-19.217149659495067,0.3502063277535805,,PJM,East,"All GIC values are positive;
Low signal: all GIC values within +/- 4 A;
Baseline offset detected (median value: 1.01 A);
Excessive pre-storm noise: std before (0.0415 A) > 1/4 * std after (0.0578 A);
Data is constant for at least 5 minutes starting at time 2024-10-07 12:02:50"
10072,42.2,-88.9,GIC,measured,NERC,,1.597837505434032,0.2035326109719616,50.94367381442893,-19.217149659495067,0.3502063277535805,,PJM,East,"All GIC values are positive;
Baseline offset detected (median value: 2.19 A);
Excessive pre-storm noise: std before (0.1717 A) > 1/4 * std after (0.2292 A);
Data is constant for at least 5 minutes starting at time 2024-10-07 12:00:00"
10073,41.6,-87.7,GIC,measured,NERC,,0.8350684775599249,-0.0782779098972061,50.40571322183712,-17.746678290914215,0.3291972188341382,,PJM,East,Excessive pre-storm noise: std before (0.9648 A) > 1/4 * std after (1.2424 A)
