site_id,geo_lat,geo_lon,data_type,data_class,data_source,event,manual_error,interpolated_beta,log10_beta,mag_lat,mag_lon,alpha,nearest_volt,power_pool,US_region,automated_error
10348,45.5,-94.3,GIC,measured,NERC,2021-05-12,,1.557177655525663,0.1923381632508964,54.05375958678261,-26.11255241428798,0.5007877469231118,,MISO,Central,"All GIC values are positive;
Low signal: all GIC values within +/- 4 A;
Cadence is >= 60 seconds (3600.0 seconds);
Data gap detected >= 10.0 minutes (3600.0 seconds);
Data gap detected >= 10.0 minutes (3600 seconds) due to NaN values;
Data is constant for at least 5 minutes starting at time 2021-05-12 11:00:00"
10349,44.8,-93.6,GIC,measured,NERC,2021-05-12,,0.9811921599604532,-0.0082459306037645,53.40641324437003,-25.16433294354708,0.4648605755510865,,MISO,Central,"All GIC values are negative;
Low signal: all GIC values within +/- 4 A;
Cadence is >= 60 seconds (3600.0 seconds);
Data gap detected >= 10.0 minutes (3600.0 seconds);
Data gap detected >= 10.0 minutes (3600 seconds) due to NaN values;
Data is constant for at least 5 minutes starting at time 2021-05-12 11:00:00"
10350,44.8,-93.6,GIC,measured,NERC,2021-05-12,,0.9811921599604532,-0.0082459306037645,53.40641324437003,-25.16433294354708,0.4648605755510865,,MISO,Central,"Low signal: all GIC values within +/- 4 A;
Excessive pre-storm noise: std before (0.4922 A) > 1/4 * std after (0.1690 A);
Cadence is >= 60 seconds (3600.0 seconds);
Data gap detected >= 10.0 minutes (3600.0 seconds);
Data gap detected >= 10.0 minutes (3600 seconds) due to NaN values;
Data is constant for at least 5 minutes starting at time 2021-05-12 12:00:00"
10351,44.8,-93.6,GIC,measured,NERC,2021-05-12,,0.9811921599604532,-0.0082459306037645,53.40641324437003,-25.16433294354708,0.4648605755510865,,MISO,Central,"All GIC values are positive;
All GIC values are negative;
Low signal: all GIC values within +/- 4 A;
Cadence is >= 60 seconds (3600.0 seconds);
Data gap detected >= 10.0 minutes (3600.0 seconds);
Data gap detected >= 10.0 minutes (3600 seconds) due to NaN values;
Data is constant for at least 5 minutes starting at time 2021-05-12 06:00:00"
10352,44.8,-93.6,GIC,measured,NERC,2021-05-12,,0.9811921599604532,-0.0082459306037645,53.40641324437003,-25.16433294354708,0.4648605755510865,,MISO,Central,"All GIC values are positive;
All GIC values are negative;
Low signal: all GIC values within +/- 4 A;
Cadence is >= 60 seconds (3600.0 seconds);
Data gap detected >= 10.0 minutes (3600.0 seconds);
Data gap detected >= 10.0 minutes (3600 seconds) due to NaN values;
Data is constant for at least 5 minutes starting at time 2021-05-12 06:00:00"
10353,45.4,-93.9,GIC,measured,NERC,2021-05-12,,1.0959693941101911,0.0397984262700192,53.98260243407487,-25.62019269777408,0.4967064858542405,345.0,MISO,Central,"Low signal: all GIC values within +/- 4 A;
Excessive pre-storm noise: std before (0.0481 A) > 1/4 * std after (0.1186 A);
Cadence is >= 60 seconds (3600.0 seconds);
Data gap detected >= 10.0 minutes (3600.0 seconds);
Data gap detected >= 10.0 minutes (3600 seconds) due to NaN values;
Data is constant for at least 5 minutes starting at time 2021-05-12 10:00:00"
10354,45.9,-91.5,GIC,measured,NERC,2021-05-12,,1.077550657076097,0.0324376960684848,54.64023195612644,-22.839020018542964,0.5357280564513078,,MISO,Central,"All GIC values are negative;
Low signal: all GIC values within +/- 4 A;
Excessive pre-storm noise: std before (0.2012 A) > 1/4 * std after (0.1543 A);
Cadence is >= 60 seconds (3600.0 seconds);
Data gap detected >= 10.0 minutes (3600.0 seconds);
Data gap detected >= 10.0 minutes (3600 seconds) due to NaN values;
Data is constant for at least 5 minutes starting at time 2021-05-12 12:00:00"
10355,44.2,-94.0,GIC,measured,NERC,2021-05-12,,1.3178553957476833,0.1198677590636158,52.78146348123111,-25.539791154578477,0.4326237014287222,345.0,MISO,Central,"Low signal: all GIC values within +/- 4 A;
Cadence is >= 60 seconds (3600.0 seconds);
Data gap detected >= 10.0 minutes (3600.0 seconds);
Data gap detected >= 10.0 minutes (3600 seconds) due to NaN values"
10356,44.2,-94.0,GIC,measured,NERC,2021-05-12,,1.3178553957476833,0.1198677590636158,52.78146348123111,-25.539791154578477,0.4326237014287222,345.0,MISO,Central,"Low signal: all GIC values within +/- 4 A;
Cadence is >= 60 seconds (3600.0 seconds);
Data gap detected >= 10.0 minutes (3600.0 seconds);
Data gap detected >= 10.0 minutes (3600 seconds) due to NaN values;
Data is constant for at least 5 minutes starting at time 2021-05-13 00:00:00"
10357,47.7,-117.5,GIC,measured,NERC,2021-05-12,,0.6980376656756322,-0.15612114248609,53.833763250411,-53.51689022750082,0.4882769541167442,115.0,NorthernGridConnected,West,"Excessive pre-storm noise: std before (0.1735 A) > 1/4 * std after (0.2721 A);
Data is constant for at least 5 minutes starting at time 2021-05-12 06:00:00"
10397,39.1,-78.3,GIC,measured,NERC,2021-05-12,,2.0731811017327963,0.3166372413354602,48.39095233184686,-6.584319072509756,0.2611146330956362,,PJM,East,"Excessive pre-storm noise: std before (1.2600 A) > 1/4 * std after (1.4235 A);
Data is constant for at least 5 minutes starting at time 2021-05-12 12:51:10"
10398,41.1,-74.2,GIC,measured,NERC,2021-05-12,,2.4943337505101617,0.396954563139045,50.43950493082551,-1.8112037722205383,0.3304789834306826,,NYISO,East,"Excessive pre-storm noise: std before (2.7436 A) > 1/4 * std after (3.9147 A);
Data is constant for at least 5 minutes starting at time 2021-05-13 02:31:50"
10595,42.5,-83.0,GIC,measured,NERC,2021-05-12,,0.6541859129708761,-0.1842988120680917,51.66383624324595,-12.30740762323911,0.3804448279508501,345.0,MISO,Central,Data is constant for at least 5 minutes starting at time 2021-05-12 06:00:00
10596,42.5,-83.0,GIC,measured,NERC,2021-05-12,,0.6541859129708761,-0.1842988120680917,51.66383624324595,-12.30740762323911,0.3804448279508501,345.0,MISO,Central,Data is constant for at least 5 minutes starting at time 2021-05-12 06:00:00
10597,41.9,-83.3,GIC,measured,NERC,2021-05-12,,0.708917855700493,-0.1494040848208634,51.05399691859312,-12.617473315690605,0.3546777552822158,,,,"All GIC values are positive;
All GIC values are negative;
Low signal: all GIC values within +/- 4 A;
Data is constant for at least 5 minutes starting at time 2021-05-12 06:00:00"
10598,41.9,-83.3,GIC,measured,NERC,2021-05-12,,0.708917855700493,-0.1494040848208634,51.05399691859312,-12.617473315690605,0.3546777552822158,,,,"All GIC values are positive;
All GIC values are negative;
Low signal: all GIC values within +/- 4 A;
Data is constant for at least 5 minutes starting at time 2021-05-12 06:00:00"
10618,38.3,-86.2,GIC,measured,NERC,2021-05-12,,0.5330126156362351,-0.2732625117307198,47.34356069602694,-15.722164672416,0.2314837044821973,,MISO,Central,"Low signal: all GIC values within +/- 4 A;
Data gap detected >= 10.0 minutes (900.0 seconds);
Data gap detected >= 10.0 minutes (900 seconds) due to NaN values"
10619,38.3,-86.2,GIC,measured,NERC,2021-05-12,,0.5330126156362351,-0.2732625117307198,47.34356069602694,-15.722164672416,0.2314837044821973,,MISO,Central,"Low signal: all GIC values within +/- 4 A;
Excessive pre-storm noise: std before (0.0772 A) > 1/4 * std after (0.3073 A);
Data gap detected >= 10.0 minutes (1200.0 seconds);
Data gap detected >= 10.0 minutes (1200 seconds) due to NaN values"
10622,39.3,-86.5,GIC,measured,NERC,2021-05-12,,0.5118813171556331,-0.2908307212102241,48.32854832834987,-16.15513650249818,0.2592474621235898,69.0,MISO,Central,"Low signal: all GIC values within +/- 4 A;
Excessive pre-storm noise: std before (0.0841 A) > 1/4 * std after (0.1266 A);
Data gap detected >= 10.0 minutes (2100.0 seconds);
Data gap detected >= 10.0 minutes (2100 seconds) due to NaN values"
10623,39.3,-86.5,GIC,measured,NERC,2021-05-12,,0.5118813171556331,-0.2908307212102241,48.32854832834987,-16.15513650249818,0.2592474621235898,69.0,MISO,Central,"Low signal: all GIC values within +/- 4 A;
Excessive pre-storm noise: std before (0.0777 A) > 1/4 * std after (0.1993 A);
Data gap detected >= 10.0 minutes (5700.0 seconds);
Data gap detected >= 10.0 minutes (5700 seconds) due to NaN values"
10051,44.4,-96.5,GIC,measured,NERC,2021-05-12,,1.4244053758465474,0.15363360407557,52.79596912035813,-28.516814889274883,0.4333459842771878,,SPP,Central,"All GIC values are positive;
Low signal: all GIC values within +/- 4 A;
Excessive pre-storm noise: std before (0.0387 A) > 1/4 * std after (0.0830 A);
Data is constant for at least 5 minutes starting at time 2021-05-12 06:23:01"
10063,33.4,-112.5,GIC,measured,NERC,2021-05-12,,0.5072943140435764,-0.294740005400589,40.3355911454582,-44.548321622023884,0.1033987612395783,,WestConnect,West,"Low signal: all GIC values within +/- 4 A;
Excessive pre-storm noise: std before (0.0492 A) > 1/4 * std after (0.0742 A);
Data is constant for at least 5 minutes starting at time 2021-05-12 16:36:25"
10077,42.3,-87.9,GIC,measured,NERC,2021-05-12,,1.3255865352890053,0.1224080840659391,51.25566446527496,-18.087488934917964,0.3629994842651287,138.0,PJM,East,Data is constant for at least 5 minutes starting at time 2021-05-12 09:41:20
10078,42.1,-87.8,GIC,measured,NERC,2021-05-12,,1.1540917340532886,0.0622403304919486,51.061146237098704,-17.948024717818402,0.3549694811776862,,PJM,East,Excessive pre-storm noise: std before (0.6341 A) > 1/4 * std after (0.5610 A)
10079,41.5,-87.6,GIC,measured,NERC,2021-05-12,,0.7866879617083581,-0.1041974955708377,50.47240258233364,-17.649659325301652,0.3317316294397214,345.0,PJM,East,"Low signal: all GIC values within +/- 4 A;
Excessive pre-storm noise: std before (0.3471 A) > 1/4 * std after (0.4304 A);
Data is constant for at least 5 minutes starting at time 2021-05-12 09:21:40"
10080,42.0,-87.9,GIC,measured,NERC,2021-05-12,,1.0905215442259428,0.0376342498743888,50.95635741096576,-18.05503260240144,0.3507175161892263,,PJM,East,"Low signal: all GIC values within +/- 4 A;
Excessive pre-storm noise: std before (0.6868 A) > 1/4 * std after (0.9373 A)"
10081,41.8,-87.8,GIC,measured,NERC,2021-05-12,,0.909356959861706,-0.0412656049328742,50.7618245945446,-17.916045856473684,0.3429586302489292,,PJM,East,"Excessive pre-storm noise: std before (0.9783 A) > 1/4 * std after (1.2439 A);
Data is constant for at least 5 minutes starting at time 2021-05-12 15:43:00"
10082,41.6,-87.7,GIC,measured,NERC,2021-05-12,,0.8350684775599249,-0.0782779098972061,50.56724481465189,-17.77748828569078,0.3353695820402412,,PJM,East,"All GIC values are positive;
All GIC values are negative;
Low signal: all GIC values within +/- 4 A;
Data is constant for at least 5 minutes starting at time 2021-05-12 06:00:00"
10083,40.8,-88.6,GIC,measured,NERC,2021-05-12,,0.7003540656265397,-0.1546823458825831,49.72328638235644,-18.747366315285184,0.3043498718781294,345.0,PJM,East,"All GIC values are positive;
Low signal: all GIC values within +/- 4 A;
Data is constant for at least 5 minutes starting at time 2021-05-12 06:00:00"
10084,41.2,-87.9,GIC,measured,NERC,2021-05-12,,0.7763817105617404,-0.1099247039581599,50.15816241143424,-17.97048736066578,0.3199576608879582,,PJM,East,"All GIC values are positive;
All GIC values are negative;
Low signal: all GIC values within +/- 4 A;
Data is constant for at least 5 minutes starting at time 2021-05-12 06:00:00"
10085,41.2,-87.9,GIC,measured,NERC,2021-05-12,,0.7763817105617404,-0.1099247039581599,50.15816241143424,-17.97048736066578,0.3199576608879582,,PJM,East,"All GIC values are positive;
All GIC values are negative;
Low signal: all GIC values within +/- 4 A;
Data is constant for at least 5 minutes starting at time 2021-05-12 06:00:00"
10102,42.9,-71.3,GIC,measured,NERC,2021-05-12,,2.880981184607718,0.4595404219570091,52.24025484629563,1.6381181621203809,0.4065184467121749,,ISONE,East,Duplicate time stamps found
10107,34.5,-118.1,GIC,measured,NERC,2021-05-12,,0.9647671847862695,-0.0155774768753736,40.752104192728034,-50.80684045588775,0.1084719899125075,500.0,CAISO,West,
10110,33.1,-95.0,GIC,measured,NERC,2021-05-12,,0.1928106900818011,-0.7148688909994071,41.65643300473485,-25.214795075806112,0.1203603061700707,69.0,ERCOT,ERCOT,Duplicate time stamps found
10111,43.4,-123.0,GIC,measured,NERC,2021-05-12,,0.5699654737361433,-0.244151451380176,48.87467384617752,-58.24854590242074,0.2760515137465089,,NorthernGridConnected,West,"Low signal: all GIC values within +/- 4 A;
Excessive pre-storm noise: std before (0.9068 A) > 1/4 * std after (0.7746 A);
Data is constant for at least 5 minutes starting at time 2021-05-12 06:01:10"
10112,47.7,-117.4,GIC,measured,NERC,2021-05-12,,0.6947322760129329,-0.1581825241158557,53.846807427560286,-53.40499058298902,0.4890099584370403,,NorthernGridConnected,West,Excessive pre-storm noise: std before (0.5852 A) > 1/4 * std after (1.8999 A)
10113,45.6,-121.1,GIC,measured,NERC,2021-05-12,,0.6593937188565016,-0.1808551941036236,51.293974320135085,-56.83455380608482,0.3646022549015494,500.0,NorthernGridUnconnected,West,"Low signal: all GIC values within +/- 4 A;
Excessive pre-storm noise: std before (0.4191 A) > 1/4 * std after (0.4652 A);
Data is constant for at least 5 minutes starting at time 2021-05-12 07:35:10"
10114,46.5,-116.9,GIC,measured,NERC,2021-05-12,,0.7795147586163345,-0.108175657864546,52.73351451717925,-52.46388260062286,0.4302447227510653,,NorthernGridConnected,West,"Low signal: all GIC values within +/- 4 A;
Excessive pre-storm noise: std before (0.3887 A) > 1/4 * std after (0.3447 A)"
10115,47.6,-114.6,GIC,measured,NERC,2021-05-12,,0.2891062058950986,-0.5389425857521396,54.10589298876395,-50.22349049296952,0.5037991585485744,230.0,NorthernGridUnconnected,West,"Low signal: all GIC values within +/- 4 A;
Excessive pre-storm noise: std before (0.4048 A) > 1/4 * std after (0.4824 A);
Data is constant for at least 5 minutes starting at time 2021-05-12 10:24:50"
10116,47.9,-121.9,GIC,measured,NERC,2021-05-12,,0.9013327943924132,-0.04511482713106,53.43767876648575,-58.468600675669535,0.4665350064743624,500.0,NorthernGridUnconnected,West,Excessive pre-storm noise: std before (0.9920 A) > 1/4 * std after (0.8563 A)
10117,45.3,-122.8,GIC,measured,NERC,2021-05-12,,0.8455076590755253,-0.0728824539690527,50.76644228091729,-58.60090985940022,0.3431408012843781,,NorthernGridConnected,West,"Low signal: all GIC values within +/- 4 A;
Excessive pre-storm noise: std before (0.2883 A) > 1/4 * std after (0.2730 A)"
10118,45.7,-122.6,GIC,measured,NERC,2021-05-12,,1.0349144259528795,0.0149044407369739,51.18625591918561,-58.50820419788523,0.3601135616399152,115.0,NorthernGridUnconnected,West,"Low signal: all GIC values within +/- 4 A;
Excessive pre-storm noise: std before (0.1782 A) > 1/4 * std after (0.2120 A);
Data is constant for at least 5 minutes starting at time 2021-05-12 06:00:00"
10119,47.5,-120.3,GIC,measured,NERC,2021-05-12,,0.3611132137327444,-0.442356619725426,53.26516306391945,-56.56596518225631,0.4573704852788559,115.0,NorthernGridUnconnected,West,"Low signal: all GIC values within +/- 4 A;
Excessive pre-storm noise: std before (0.8552 A) > 1/4 * std after (0.6945 A)"
10120,47.8,-122.2,GIC,measured,NERC,2021-05-12,,0.8667019498089719,-0.0621302264079593,53.29825494642212,-58.76411944620131,0.4591143551719485,115.0,NorthernGridConnected,West,Excessive pre-storm noise: std before (0.9105 A) > 1/4 * std after (0.9847 A)
10121,46.9,-119.9,GIC,measured,NERC,2021-05-12,,0.3463592333958862,-0.4604732302606293,52.73111658097802,-55.92532031728269,0.4301260936780031,,NorthernGridUnconnected,West,"All GIC values are positive;
Low signal: all GIC values within +/- 4 A;
Data is constant for at least 5 minutes starting at time 2021-05-12 06:00:00"
10230,43.6,-92.7,GIC,measured,NERC,2021-05-12,,1.1145399400687936,0.0470956362444158,52.2724138756666,-23.91400407370065,0.4080246526341435,,MISO,Central,"All GIC values are positive;
Low signal: all GIC values within +/- 4 A;
Excessive pre-storm noise: std before (0.3123 A) > 1/4 * std after (0.2070 A);
Cadence is >= 60 seconds (3600.0 seconds);
Data gap detected >= 10.0 minutes (3600.0 seconds);
Data gap detected >= 10.0 minutes (3600 seconds) due to NaN values;
Data is constant for at least 5 minutes starting at time 2021-05-12 09:00:00"
10231,45.0,-92.8,GIC,measured,NERC,2021-05-12,,0.8432142123234811,-0.0740620820631635,53.65977879032609,-24.247530151756774,0.4786044918798497,,MISO,Central,"All GIC values are positive;
All GIC values are negative;
Low signal: all GIC values within +/- 4 A;
Cadence is >= 60 seconds (3600.0 seconds);
Data gap detected >= 10.0 minutes (3600.0 seconds);
Data gap detected >= 10.0 minutes (3600 seconds) due to NaN values;
Data is constant for at least 5 minutes starting at time 2021-05-12 06:00:00"
10234,30.8,-88.1,GIC,measured,NERC,2021-05-12,,0.1248950531166711,-0.903454762960365,39.76769284681523,-17.297687454611033,0.0968617474097456,,SERTP,East,"All GIC values are positive;
Low signal: all GIC values within +/- 4 A;
Excessive pre-storm noise: std before (0.0305 A) > 1/4 * std after (0.0697 A);
Data is constant for at least 5 minutes starting at time 2021-05-12 06:09:53"
10235,33.3,-87.4,GIC,measured,NERC,2021-05-12,,0.6705732866081765,-0.1735537513989088,42.29699293438964,-16.697988636432925,0.129561307675331,,SERTP,East,"All GIC values are positive;
Low signal: all GIC values within +/- 4 A;
Excessive pre-storm noise: std before (0.0177 A) > 1/4 * std after (0.0560 A);
Data is constant for at least 5 minutes starting at time 2021-05-12 06:00:00"
10236,33.7,-86.6,GIC,measured,NERC,2021-05-12,,1.3276050516602194,0.1230688962704498,42.73276664901232,-15.823871653280156,0.1362195830071406,115.0,SERTP,East,"Low signal: all GIC values within +/- 4 A;
Data is constant for at least 5 minutes starting at time 2021-05-12 06:00:00"
10240,40.8,-73.6,GIC,measured,NERC,2021-05-12,,2.2671631544570605,0.3554827748820328,50.14198303448027,-1.0993436821614242,0.3193628920868385,,NYISO,East,Excessive pre-storm noise: std before (0.7035 A) > 1/4 * std after (1.4346 A)
10241,33.7,-86.6,GIC,measured,NERC,2021-05-12,,1.3276050516602194,0.1230688962704498,42.73276664901232,-15.823871653280156,0.1362195830071406,115.0,SERTP,East,"Low signal: all GIC values within +/- 4 A;
Excessive pre-storm noise: std before (0.2328 A) > 1/4 * std after (0.3892 A);
Cadence is >= 60 seconds (240.0 seconds);
Data is constant for at least 5 minutes starting at time 2021-05-12 07:34:00"
10242,33.7,-86.6,GIC,measured,NERC,2021-05-12,,1.3276050516602194,0.1230688962704498,42.73276664901232,-15.823871653280156,0.1362195830071406,115.0,SERTP,East,"Low signal: all GIC values within +/- 4 A;
Excessive pre-storm noise: std before (0.1680 A) > 1/4 * std after (0.4307 A);
Cadence is >= 60 seconds (240.0 seconds);
Data is constant for at least 5 minutes starting at time 2021-05-12 06:34:00"
10243,33.7,-86.6,GIC,measured,NERC,2021-05-12,,1.3276050516602194,0.1230688962704498,42.73276664901232,-15.823871653280156,0.1362195830071406,115.0,SERTP,East,"Low signal: all GIC values within +/- 4 A;
Excessive pre-storm noise: std before (0.1708 A) > 1/4 * std after (0.4881 A);
Cadence is >= 60 seconds (240.0 seconds);
Data is constant for at least 5 minutes starting at time 2021-05-12 06:38:00"
10246,33.7,-86.6,GIC,measured,NERC,2021-05-12,,1.3276050516602194,0.1230688962704498,42.73276664901232,-15.823871653280156,0.1362195830071406,115.0,SERTP,East,"Low signal: all GIC values within +/- 4 A;
Excessive pre-storm noise: std before (0.3668 A) > 1/4 * std after (0.6229 A);
Cadence is >= 60 seconds (240.0 seconds);
Data is constant for at least 5 minutes starting at time 2021-05-12 09:38:00"
10257,47.4,-101.2,GIC,measured,NERC,2021-05-12,,0.24746824742487,-0.6064805173478696,55.37395378025928,-34.67808425577233,0.5828936112634999,,SPP,Central,"Low signal: all GIC values within +/- 4 A;
Data is constant for at least 5 minutes starting at time 2021-05-12 06:00:00"
10258,47.4,-101.2,GIC,measured,NERC,2021-05-12,,0.24746824742487,-0.6064805173478696,55.37395378025928,-34.67808425577233,0.5828936112634999,,SPP,Central,"Low signal: all GIC values within +/- 4 A;
Data is constant for at least 5 minutes starting at time 2021-05-12 06:00:00"
10259,47.4,-101.2,GIC,measured,NERC,2021-05-12,,0.24746824742487,-0.6064805173478696,55.37395378025928,-34.67808425577233,0.5828936112634999,,SPP,Central,"Low signal: all GIC values within +/- 4 A;
Data is constant for at least 5 minutes starting at time 2021-05-12 06:00:00"
10260,47.4,-101.2,GIC,measured,NERC,2021-05-12,,0.24746824742487,-0.6064805173478696,55.37395378025928,-34.67808425577233,0.5828936112634999,,SPP,Central,"Low signal: all GIC values within +/- 4 A;
Data is constant for at least 5 minutes starting at time 2021-05-12 06:00:00"
10261,45.1,-93.8,GIC,measured,NERC,2021-05-12,,0.9661853461548524,-0.0149395536145032,53.69108694831744,-25.45093641114862,0.4803307835987202,115.0,MISO,Central,"Excessive pre-storm noise: std before (0.0233 A) > 1/4 * std after (0.0333 A);
Data is constant for at least 5 minutes starting at time 2021-05-12 06:39:40"
10262,45.1,-93.8,GIC,measured,NERC,2021-05-12,,0.9661853461548524,-0.0149395536145032,53.69108694831744,-25.45093641114862,0.4803307835987202,115.0,MISO,Central,Data is constant for at least 5 minutes starting at time 2021-05-12 06:39:40
10263,45.1,-93.8,GIC,measured,NERC,2021-05-12,,0.9661853461548524,-0.0149395536145032,53.69108694831744,-25.45093641114862,0.4803307835987202,115.0,MISO,Central,"Excessive pre-storm noise: std before (0.1172 A) > 1/4 * std after (0.0981 A);
Data is constant for at least 5 minutes starting at time 2021-05-12 06:39:50"
10264,45.1,-93.8,GIC,measured,NERC,2021-05-12,,0.9661853461548524,-0.0149395536145032,53.69108694831744,-25.45093641114862,0.4803307835987202,115.0,MISO,Central,"Excessive pre-storm noise: std before (0.1133 A) > 1/4 * std after (0.0261 A);
Data is constant for at least 5 minutes starting at time 2021-05-12 06:39:40"
10291,43.4,-72.7,GIC,measured,NERC,2021-05-12,,1.336512172970902,0.1259729186705699,52.74343101069675,-0.0368582058407873,0.4307356523105706,46.0,ISONE,East,"All GIC values are positive;
All GIC values are negative;
Low signal: all GIC values within +/- 4 A;
Data is constant for at least 5 minutes starting at time 2021-05-12 06:00:00"
10292,44.1,-72.5,GIC,measured,NERC,2021-05-12,,1.4669498915554624,0.1664152793561469,53.44338365919565,0.2041100505372131,0.4668411830970002,,ISONE,East,"All GIC values are positive;
Low signal: all GIC values within +/- 4 A;
Data is constant for at least 5 minutes starting at time 2021-05-12 06:00:00"
10293,43.0,-72.7,GIC,measured,NERC,2021-05-12,,1.855730884607322,0.2685149956952512,52.34343101479166,-0.036764091545842,0.4113706227619051,,ISONE,East,"Low signal: all GIC values within +/- 4 A;
Excessive pre-storm noise: std before (0.0462 A) > 1/4 * std after (0.1589 A);
Data is constant for at least 5 minutes starting at time 2021-05-12 06:00:00"
10294,44.1,-73.2,GIC,measured,NERC,2021-05-12,,1.2176979111964337,0.0855395610614689,53.442951499660296,-0.6398672632643991,0.4668179824386132,,ISONE,East,"Low signal: all GIC values within +/- 4 A;
Data is constant for at least 5 minutes starting at time 2021-05-12 06:00:00"
10295,42.8,-72.5,GIC,measured,NERC,2021-05-12,,2.031084131575116,0.3077279131251809,52.14338406835298,0.2024041408103974,0.402014906131464,345.0,ISONE,East,"Low signal: all GIC values within +/- 4 A;
Data is constant for at least 5 minutes starting at time 2021-05-12 06:00:00"
10296,43.6,-73.1,GIC,measured,NERC,2021-05-12,,1.0984825737037112,0.0407931716758751,52.94311676362333,-0.5175999533635925,0.4407414524148176,115.0,ISONE,East,"Low signal: all GIC values within +/- 4 A;
Data is constant for at least 5 minutes starting at time 2021-05-12 06:00:00"
10332,44.0,-91.3,GIC,measured,NERC,2021-05-12,,1.558307336773781,0.192653115404466,52.760084892093886,-22.318027690685707,0.4315613861330949,69.0,MISO,Central,"All GIC values are negative;
Low signal: all GIC values within +/- 4 A;
Excessive pre-storm noise: std before (0.2236 A) > 1/4 * std after (0.1228 A);
Cadence is >= 60 seconds (3600.0 seconds);
Data gap detected >= 10.0 minutes (3600.0 seconds);
Data gap detected >= 10.0 minutes (3600 seconds) due to NaN values;
Data is constant for at least 5 minutes starting at time 2021-05-12 06:00:00"
10333,44.4,-96.5,GIC,measured,NERC,2021-05-12,,1.4244053758465474,0.15363360407557,52.79596912035813,-28.516814889274883,0.4333459842771878,,SPP,Central,"All GIC values are positive;
Low signal: all GIC values within +/- 4 A;
Cadence is >= 60 seconds (3600.0 seconds);
Data gap detected >= 10.0 minutes (3600.0 seconds);
Data gap detected >= 10.0 minutes (3600 seconds) due to NaN values;
Data is constant for at least 5 minutes starting at time 2021-05-12 06:00:00"
10334,44.4,-96.5,GIC,measured,NERC,2021-05-12,,1.4244053758465474,0.15363360407557,52.79596912035813,-28.516814889274883,0.4333459842771878,,SPP,Central,"All GIC values are positive;
Low signal: all GIC values within +/- 4 A;
Cadence is >= 60 seconds (3600.0 seconds);
Data gap detected >= 10.0 minutes (3600.0 seconds);
Data gap detected >= 10.0 minutes (3600 seconds) due to NaN values;
Data is constant for at least 5 minutes starting at time 2021-05-12 06:00:00"
10335,45.1,-93.5,GIC,measured,NERC,2021-05-12,,0.8098156397016619,-0.0916138401008952,53.71188083688508,-25.094955133351363,0.4814807716831794,,MISO,Central,"Low signal: all GIC values within +/- 4 A;
Excessive pre-storm noise: std before (0.3401 A) > 1/4 * std after (0.3178 A);
Cadence is >= 60 seconds (3600.0 seconds);
Data gap detected >= 10.0 minutes (3600.0 seconds);
Data gap detected >= 10.0 minutes (3600 seconds) due to NaN values;
Data is constant for at least 5 minutes starting at time 2021-05-12 11:00:00"
10346,47.9,-97.1,GIC,measured,NERC,2021-05-12,,1.973718919571009,0.2952853041740031,56.22542537824016,-29.91910962842858,0.6428580375828146,69.0,MISO,Central,"All GIC values are positive;
Low signal: all GIC values within +/- 4 A;
Cadence is >= 60 seconds (3600.0 seconds);
Data gap detected >= 10.0 minutes (3600.0 seconds);
Data gap detected >= 10.0 minutes (3600 seconds) due to NaN values;
Data is constant for at least 5 minutes starting at time 2021-05-12 06:00:00"
10359,33.7,-111.9,GIC,measured,NERC,2021-05-12,,0.7318294816873394,-0.1355900989813782,40.70077814708547,-43.950291128222666,0.1078336203474426,,WestConnect,West,"Low signal: all GIC values within +/- 4 A;
Excessive pre-storm noise: std before (0.0548 A) > 1/4 * std after (0.1380 A);
Data is constant for at least 5 minutes starting at time 2021-05-12 06:03:58"
10360,40.2,-75.3,GIC,measured,NERC,2021-05-12,,2.691713307197934,0.430028801565164,49.5318943130958,-3.0963357689891646,0.2977242867565409,230.0,PJM,East,"All GIC values are negative;
Low signal: all GIC values within +/- 4 A;
Data is constant for at least 5 minutes starting at time 2021-05-12 06:00:00"
10361,40.2,-75.3,GIC,measured,NERC,2021-05-12,,2.691713307197934,0.430028801565164,49.5318943130958,-3.0963357689891646,0.2977242867565409,230.0,PJM,East,"Low signal: all GIC values within +/- 4 A;
Data is constant for at least 5 minutes starting at time 2021-05-12 06:00:00"
10362,39.8,-76.3,GIC,measured,NERC,2021-05-12,,2.44308449385514,0.3879384872683546,49.12151067733082,-4.263263244706482,0.283999855083879,230.0,PJM,East,"Excessive pre-storm noise: std before (0.3740 A) > 1/4 * std after (0.7100 A);
Data is constant for at least 5 minutes starting at time 2021-05-12 06:00:00"
10363,40.2,-75.6,GIC,measured,NERC,2021-05-12,,2.343391466974178,0.3698448441861944,49.52911367491549,-3.449350892322601,0.2976290976721397,,PJM,East,"Excessive pre-storm noise: std before (0.8241 A) > 1/4 * std after (1.7679 A);
Data is constant for at least 5 minutes starting at time 2021-05-12 06:00:00"
10364,40.2,-75.6,GIC,measured,NERC,2021-05-12,,2.343391466974178,0.3698448441861944,49.52911367491549,-3.449350892322601,0.2976290976721397,,PJM,East,Data is constant for at least 5 minutes starting at time 2021-05-12 06:00:00
