site_id,geo_lat,geo_lon,data_type,data_class,data_source,manual_error,interpolated_beta,log10_beta,mag_lat,mag_lon,alpha,nearest_volt,power_pool,US_region
10075,41.7,-87.5,GIC,measured,NERC,,0.8160313452074529,-0.08829315890646129,50.97694844388669,-17.73002281336516,0.3515489883818082,,PJM,East
10076,41.8,-88.0,GIC,measured,NERC,,0.9543020586643974,-0.02031413929188489,51.05073309247228,-18.3325771006008,0.3545446555125626,,PJM,East
10222,40.2,-75.3,GIC,measured,NERC,,2.691713307197934,0.430028801565164,49.848472433170485,-3.1759620761625365,0.308763104206191,230.0,PJM,East
10224,40.2,-75.3,GIC,measured,NERC,,2.691713307197934,0.430028801565164,49.848472433170485,-3.1759620761625365,0.308763104206191,230.0,PJM,East
10299,46.6,-87.4,GIC,measured,NERC,,1.2584233259576691,0.09982675971123568,55.86932759153894,-18.204898027062683,0.6170639548223947,,MISO,Central
10300,46.6,-87.4,GIC,measured,NERC,,1.2584233259576691,0.09982675971123568,55.86932759153894,-18.204898027062683,0.6170639548223947,,MISO,Central
10301,44.0,-88.6,GIC,measured,NERC,,1.6600117205555995,0.22011115439827922,53.212231204357764,-19.311753257899348,0.4545948526309374,138.0,MISO,Central
10305,44.3,-87.5,GIC,measured,NERC,,1.3779552496165988,0.13923511368180067,53.57048476694053,-18.029608796118882,0.4737149399133556,,MISO,Central
10306,44.8,-88.2,GIC,measured,NERC,,1.2345599369449158,0.09151217944620431,54.03185037938446,-18.935122029702065,0.4995275709334215,,MISO,Central
10309,45.8,-88.0,GIC,measured,NERC,,1.0855066860857323,0.035632502798450295,55.03972646242127,-18.826455359474533,0.5609145312361516,69.0,MISO,Central
10318,44.4,-88.7,GIC,measured,NERC,,1.2746208789783278,0.10538102818025757,53.60544688754366,-19.483826481080985,0.4756234130568007,345.0,MISO,Central
10319,43.7,-87.7,GIC,measured,NERC,,1.3986159376354528,0.1456984728443709,52.961630327274314,-18.196755898685396,0.4416808169589188,,MISO,Central
10320,43.7,-87.7,GIC,measured,NERC,,1.3986159376354528,0.1456984728443709,52.961630327274314,-18.196755898685396,0.4416808169589188,,MISO,Central
10321,43.1,-88.0,GIC,measured,NERC,,1.572139297661632,0.1964910235899094,52.34737555844379,-18.483246223712797,0.41155727207141846,,MISO,Central
10322,43.3,-89.4,GIC,measured,NERC,,2.0578805688626756,0.31342016644731213,52.46902893986806,-20.176338248119883,0.4173554797530296,,MISO,Central
10397,39.1,-78.3,GIC,measured,NERC,,2.0731811017327963,0.3166372413354602,48.70537670734718,-6.684569772614068,0.2707290002162605,,PJM,East
10398,41.1,-74.2,GIC,measured,NERC,,2.4943337505101617,0.39695456313904504,50.756579465062465,-1.8831419195229557,0.34275182344847827,,NYISO,East
10063,33.4,-112.5,GIC,measured,NERC,,0.5072943140435764,-0.29474000540058903,40.55557425692156,-44.7930307944319,0.10604791704312352,,WestConnect,West
10077,42.3,-87.9,GIC,measured,NERC,,1.3255865352890053,0.12240808406593919,51.55474217494462,-18.270862648350544,0.3757016521589256,138.0,PJM,East
10079,41.5,-87.6,GIC,measured,NERC,,0.7866879617083581,-0.10419749557083778,50.77229447804092,-17.826532870608894,0.34337181368682235,345.0,PJM,East
10080,42.0,-87.9,GIC,measured,NERC,,1.0905215442259428,0.03763424987438883,51.25549716151998,-18.236765152527862,0.36299250024698626,,PJM,East
10083,40.8,-88.6,GIC,measured,NERC,,0.7003540656265397,-0.15468234588258317,50.021115845821406,-18.927694052931336,0.31495454356494307,345.0,PJM,East
10107,34.5,-118.1,GIC,measured,NERC,,0.9647671847862697,-0.015577476875373655,40.94575197317413,-51.073939294086976,0.11091470438051097,500.0,CAISO,West
10112,47.7,-117.4,GIC,measured,NERC,,0.6947322760129329,-0.15818252411585576,54.02852634832141,-53.81212826556871,0.4993366562319112,,NorthernGridConnected,West
10115,47.6,-114.6,GIC,measured,NERC,,0.28910620589509867,-0.5389425857521396,54.30181315727565,-50.61957456278232,0.5152790059475499,230.0,NorthernGridUnconnected,West
10116,47.9,-121.9,GIC,measured,NERC,,0.9013327943924132,-0.04511482713106004,53.595661029701645,-58.89061127716987,0.47508846006701066,500.0,NorthernGridUnconnected,West
10119,47.5,-120.3,GIC,measured,NERC,,0.3611132137327444,-0.44235661972542606,53.43222888580607,-56.97842755747252,0.46624270366872556,115.0,NorthernGridUnconnected,West
10120,47.8,-122.2,GIC,measured,NERC,,0.8667019498089719,-0.06213022640795931,53.45481589929444,-59.185319929926386,0.46745534638782793,115.0,NorthernGridConnected,West
